#,Date-Time (PDT),RH   (%),Dew Point   (??C),Host Connected,End of File
12856,7/5/2024 1:53,32.71,-6.04,,
12857,7/5/2024 1:58,33.67,-5.69,,
12858,7/5/2024 2:03,34.35,-5.61,,
12859,7/5/2024 2:08,34.44,-5.71,,
12860,7/5/2024 2:13,34.23,-5.94,,
12861,7/5/2024 2:18,35.22,-5.8,,
12862,7/5/2024 2:23,35.41,-5.89,,
12863,7/5/2024 2:28,34.72,-6.15,,
12864,7/5/2024 2:33,34.64,-6.23,,
12865,7/5/2024 2:38,34.81,-6.22,,
12866,7/5/2024 2:43,34.78,-6.27,,
12867,7/5/2024 2:48,34.21,-6.46,,
12868,7/5/2024 2:53,34.82,-6.23,,
12869,7/5/2024 2:58,34.81,-6.35,,
12870,7/5/2024 3:03,34.89,-6.38,,
12871,7/5/2024 3:08,35.12,-6.34,,
12872,7/5/2024 3:13,35.17,-6.38,,
12873,7/5/2024 3:18,35.26,-6.25,,
12874,7/5/2024 3:23,35.45,-6.07,,
12875,7/5/2024 3:28,35.95,-5.88,,
12876,7/5/2024 3:33,35.68,-5.98,,
12877,7/5/2024 3:38,35.23,-6.08,,
12878,7/5/2024 3:43,34.81,-6.16,,
12879,7/5/2024 3:48,34.82,-5.99,,
12880,7/5/2024 3:53,35.17,-5.79,,
12881,7/5/2024 3:58,35.38,-5.69,,
12882,7/5/2024 4:03,35.74,-5.49,,
12883,7/5/2024 4:08,35.49,-5.54,,
12884,7/5/2024 4:13,34.97,-5.73,,
12885,7/5/2024 4:18,35.02,-5.72,,
12886,7/5/2024 4:23,34.9,-5.85,,
12887,7/5/2024 4:28,34.35,-6.09,,
12888,7/5/2024 4:33,33.63,-6.33,,
12889,7/5/2024 4:38,33.2,-6.41,,
12890,7/5/2024 4:43,33.27,-6.35,,
12891,7/5/2024 4:48,33.12,-6.45,,
12892,7/5/2024 4:53,33.24,-6.43,,
12893,7/5/2024 4:58,33.49,-6.45,,
12894,7/5/2024 5:03,34.65,-6.19,,
12895,7/5/2024 5:08,36.28,-5.92,,
12896,7/5/2024 5:13,37.18,-5.91,,
12897,7/5/2024 5:18,37.3,-6.05,,
12898,7/5/2024 5:23,37.83,-6.01,,
12899,7/5/2024 5:28,38.06,-6.07,,
12900,7/5/2024 5:33,37.36,-6.35,,
12901,7/5/2024 5:38,37.2,-6.39,,
12902,7/5/2024 5:43,37.44,-6.3,,
12903,7/5/2024 5:48,37.48,-6.3,,
12904,7/5/2024 5:53,37.64,-6.2,,
12905,7/5/2024 5:58,37.59,-6.11,,
12906,7/5/2024 6:03,38.17,-5.76,,
12907,7/5/2024 6:08,38.62,-5.47,,
12908,7/5/2024 6:13,38.61,-5.27,,
12909,7/5/2024 6:18,38.18,-5.08,,
12910,7/5/2024 6:23,37.86,-4.81,,
12911,7/5/2024 6:28,37.19,-4.63,,
12912,7/5/2024 6:33,36.06,-4.51,,
12913,7/5/2024 6:38,35.89,-3.99,,
12914,7/5/2024 6:43,35.61,-3.48,,
12915,7/5/2024 6:48,34.38,-3.32,,
12916,7/5/2024 6:53,33.3,-3.16,,
12917,7/5/2024 6:58,33.95,-2.34,,
12918,7/5/2024 7:03,32.36,-2.41,,
12919,7/5/2024 7:08,31.38,-2.26,,
12920,7/5/2024 7:13,30.51,-2.07,,
12921,7/5/2024 7:18,28.19,-2.6,,
12922,7/5/2024 7:23,27.14,-2.67,,
12923,7/5/2024 7:28,27.87,-1.89,,
12924,7/5/2024 7:33,26.78,-1.99,,
12925,7/5/2024 7:38,25.2,-2.32,,
12926,7/5/2024 7:43,23.97,-2.55,,
12927,7/5/2024 7:48,23.52,-2.43,,
12928,7/5/2024 7:53,21.69,-3.18,,
12929,7/5/2024 7:58,20.23,-3.74,,
12930,7/5/2024 8:03,20.87,-3.01,,
12931,7/5/2024 8:08,19.79,-3.39,,
12932,7/5/2024 8:13,20.23,-2.79,,
12933,7/5/2024 8:18,20.19,-2.63,,
12934,7/5/2024 8:23,20.77,-1.97,,
12935,7/5/2024 8:28,20.95,-1.53,,
12936,7/5/2024 8:33,20.91,-1.36,,
12937,7/5/2024 8:38,21.38,-0.87,,
12938,7/5/2024 8:43,20.58,-1.12,,
12939,7/5/2024 8:48,20.53,-0.94,,
12940,7/5/2024 8:53,20.81,-0.58,,
12941,7/5/2024 8:58,21.18,-0.21,,
12942,7/5/2024 9:03,21.48,0.18,,
12943,7/5/2024 9:08,21.06,0,,
12944,7/5/2024 9:13,20.36,-0.18,,
12945,7/5/2024 9:18,21.25,0.58,,
12946,7/5/2024 9:23,21.07,0.72,,
12947,7/5/2024 9:28,21.19,0.92,,
12948,7/5/2024 9:33,20.61,0.75,,
12949,7/5/2024 9:38,19.54,0.28,,
12950,7/5/2024 9:43,19.05,0.19,,
12951,7/5/2024 9:48,17.98,-0.61,,
12952,7/5/2024 9:53,19.04,0.37,,
12953,7/5/2024 9:58,19.12,0.7,,
12954,7/5/2024 10:03,18.08,0.11,,
12955,7/5/2024 10:08,17.99,0.23,,
12956,7/5/2024 10:13,17.36,0.08,,
12957,7/5/2024 10:18,14.92,-1.73,,
12958,7/5/2024 10:23,14.79,-1.72,,
12959,7/5/2024 10:28,12.25,-3.91,,
12960,7/5/2024 10:33,12.83,-3.12,,
12961,7/5/2024 10:38,12.75,-3.14,,
12962,7/5/2024 10:43,12.36,-3.34,,
12963,7/5/2024 10:48,12.13,-3.54,,
12964,7/5/2024 10:53,12.31,-3.23,,
12965,7/5/2024 10:58,12.1,-3.26,,
12966,7/5/2024 11:03,11.41,-3.87,,
12967,7/5/2024 11:08,11.16,-4.1,,
12968,7/5/2024 11:13,11.12,-4.01,,
12969,7/5/2024 11:18,11.3,-3.75,,
12970,7/5/2024 11:23,10.88,-3.96,,
12971,7/5/2024 11:28,11.34,-3.42,,
12972,7/5/2024 11:33,11.21,-3.58,,
12973,7/5/2024 11:38,10.89,-3.84,,
12974,7/5/2024 11:43,12.41,-1.97,,
12975,7/5/2024 11:48,11.2,-3.53,,
12976,7/5/2024 11:53,11.18,-3.62,,
12977,7/5/2024 11:58,11.68,-3.02,,
12978,7/5/2024 12:03,11.34,-3.23,,
12979,7/5/2024 12:08,11.72,-2.68,,
12980,7/5/2024 12:13,11.58,-2.71,,
12981,7/5/2024 12:18,11.79,-2.3,,
12982,7/5/2024 12:23,11.02,-3.09,,
12983,7/5/2024 12:28,11.01,-2.98,,
12984,7/5/2024 12:33,11.03,-2.86,,
12985,7/5/2024 12:38,11.3,-2.34,,
12986,7/5/2024 12:43,10.87,-2.65,,
12987,7/5/2024 12:48,11.16,-2.29,,
12988,7/5/2024 12:53,11.01,-2.61,,
12989,7/5/2024 12:58,11.52,-1.73,,
12990,7/5/2024 13:03,11.01,-2.08,,
12991,7/5/2024 13:08,10.4,-2.69,,
12992,7/5/2024 13:13,10.99,-2.25,,
12993,7/5/2024 13:18,10.78,-2.32,,
12994,7/5/2024 13:23,11.26,-1.74,,
12995,7/5/2024 13:28,10.76,-2.08,,
12996,7/5/2024 13:33,10.75,-2.05,,
12997,7/5/2024 13:38,10.68,-2.18,,
12998,7/5/2024 13:43,10.8,-2.25,,
12999,7/5/2024 13:48,10.47,-2.73,,
13000,7/5/2024 13:53,8.59,-4.93,,
13001,7/5/2024 13:58,8.52,-5.05,,
13002,7/5/2024 14:03,7.64,-6.49,,
13003,7/5/2024 14:08,8.49,-5.15,,
13004,7/5/2024 14:13,8.09,-5.81,,
13005,7/5/2024 14:18,8.21,-5.86,,
13006,7/5/2024 14:23,7.97,-5.95,,
13007,7/5/2024 14:28,8.25,-5.56,,
13008,7/5/2024 14:33,8.32,-5.47,,
13009,7/5/2024 14:38,8.46,-5.34,,
13010,7/5/2024 14:43,8.32,-5.47,,
13011,7/5/2024 14:48,8.21,-5.56,,
13012,7/5/2024 14:53,8.29,-5.52,,
13013,7/5/2024 14:58,8.14,-5.8,,
13014,7/5/2024 15:03,7.82,-5.99,,
13015,7/5/2024 15:08,8.21,-5.15,,
13016,7/5/2024 15:13,8.17,-5.06,,
13017,7/5/2024 15:18,8.04,-5.3,,
13018,7/5/2024 15:23,8.08,-5.29,,
13019,7/5/2024 15:28,8.11,-5.28,,
13020,7/5/2024 15:33,8.8,-4.14,,
13021,7/5/2024 15:38,8.79,-3.98,,
13022,7/5/2024 15:43,8.55,-4.32,,
13023,7/5/2024 15:48,8.41,-4.64,,
13024,7/5/2024 15:53,8.29,-4.74,,
13025,7/5/2024 15:58,8.89,-3.97,,
13026,7/5/2024 16:03,8.79,-4.06,,
13027,7/5/2024 16:08,8.69,-4.26,,
13028,7/5/2024 16:13,8.28,-4.78,,
13029,7/5/2024 16:18,8.42,-4.68,,
13030,7/5/2024 16:23,8.36,-4.83,,
13031,7/5/2024 16:28,8.71,-4.32,,
13032,7/5/2024 16:33,8.65,-4.38,,
13033,7/5/2024 16:38,8.71,-4.33,,
13034,7/5/2024 16:43,8.83,-4.16,,
13035,7/5/2024 16:48,8.75,-4.32,,
13036,7/5/2024 16:53,8.45,-4.77,,
13037,7/5/2024 16:58,8.47,-4.85,,
13038,7/5/2024 17:03,8.45,-4.86,,
13039,7/5/2024 17:08,9.08,-3.88,,
13040,7/5/2024 17:13,8.91,-4.13,,
13041,7/5/2024 17:18,9.22,-3.53,,
13042,7/5/2024 17:23,8.73,-4.21,,
13043,7/5/2024 17:28,9.23,-3.54,,
13044,7/5/2024 17:33,9.58,-3.28,,
13045,7/5/2024 17:38,9.31,-3.83,,
13046,7/5/2024 17:43,9.23,-4.03,,
13047,7/5/2024 17:48,9.43,-3.89,,
13048,7/5/2024 17:53,9.55,-3.83,,
13049,7/5/2024 17:58,9.87,-3.39,,
13050,7/5/2024 18:03,9.95,-3.31,,
13051,7/5/2024 18:08,9.96,-3.33,,
13052,7/5/2024 18:13,9.81,-3.56,,
13053,7/5/2024 18:18,10.19,-3.2,,
13054,7/5/2024 18:23,9.82,-3.68,,
13055,7/5/2024 18:28,10.04,-3.48,,
13056,7/5/2024 18:33,10.22,-3.32,,
13057,7/5/2024 18:38,10.6,-2.9,,
13058,7/5/2024 18:43,10.13,-3.61,,
13059,7/5/2024 18:48,9.89,-4.08,,
13060,7/5/2024 18:53,10.73,-3.17,,
13061,7/5/2024 18:58,10.19,-3.96,,
13062,7/5/2024 19:03,10.1,-4.23,,
13063,7/5/2024 19:08,10.33,-4.17,,
13064,7/5/2024 19:13,10.63,-3.93,,
13065,7/5/2024 19:18,10.52,-4.19,,
13066,7/5/2024 19:23,10.76,-4.05,,
13067,7/5/2024 19:28,11.13,-3.76,,
13068,7/5/2024 19:33,10.91,-4.23,,
13069,7/5/2024 19:38,10.84,-4.53,,
13070,7/5/2024 19:43,10.7,-4.9,,
13071,7/5/2024 19:48,11.1,-4.64,,
13072,7/5/2024 19:53,11.28,-4.67,,
13073,7/5/2024 19:58,11.39,-4.76,,
13074,7/5/2024 20:03,11.78,-4.46,,
13075,7/5/2024 20:08,11.96,-4.58,,
13076,7/5/2024 20:13,11.72,-5.15,,
13077,7/5/2024 20:18,11.81,-5.12,,
13078,7/5/2024 20:23,11.96,-5.13,,
13079,7/5/2024 20:28,11.99,-5.2,,
13080,7/5/2024 20:33,11.96,-5.42,,
13081,7/5/2024 20:38,12.08,-5.42,,
13082,7/5/2024 20:43,12.1,-5.51,,
13083,7/5/2024 20:48,12.04,-5.76,,
13084,7/5/2024 20:53,11.96,-5.96,,
13085,7/5/2024 20:58,12.29,-5.72,,
13086,7/5/2024 21:03,12.47,-5.86,,
13087,7/5/2024 21:08,12.79,-5.84,,
13088,7/5/2024 21:13,13.22,-5.79,,
13089,7/5/2024 21:18,13.86,-5.59,,
13090,7/5/2024 21:23,14.54,-5.51,,
13091,7/5/2024 21:28,15.13,-5.62,,
13092,7/5/2024 21:33,14.91,-6.31,,
13093,7/5/2024 21:38,13.19,-7.73,,
13094,7/5/2024 21:43,12.19,-7.9,,
13095,7/5/2024 21:48,11.65,-7.93,,
13096,7/5/2024 21:53,11.35,-7.89,,
13097,7/5/2024 21:58,11.35,-7.76,,
13098,7/5/2024 22:03,11.47,-7.58,,
13099,7/5/2024 22:08,11.84,-7.3,,
13100,7/5/2024 22:13,11.83,-7.45,,
13101,7/5/2024 22:18,12.1,-7.32,,
13102,7/5/2024 22:23,14,-6.13,,
13103,7/5/2024 22:28,14.79,-6.3,,
13104,7/5/2024 22:33,15.87,-6.14,,
13105,7/5/2024 22:38,16.19,-6.55,,
13106,7/5/2024 22:43,16.2,-7.05,,
13107,7/5/2024 22:48,17.6,-6.31,,
13108,7/5/2024 22:53,16.26,-7.02,,
13109,7/5/2024 22:58,16.1,-6.88,,
13110,7/5/2024 23:03,17.75,-5.36,,
13111,7/5/2024 23:08,17.82,-5.48,,
13112,7/5/2024 23:13,17.73,-5.59,,
13113,7/5/2024 23:18,17.95,-5.47,,
13114,7/5/2024 23:23,17.9,-5.58,,
13115,7/5/2024 23:28,17.22,-6.28,,
13116,7/5/2024 23:33,17.96,-6.05,,
13117,7/5/2024 23:38,18.51,-5.98,,
13118,7/5/2024 23:43,18.36,-6.43,,
13119,7/5/2024 23:48,20.1,-5.78,,
13120,7/5/2024 23:53,19.67,-6.75,,
13121,7/5/2024 23:58,19.84,-6.85,,
13122,7/6/2024 0:03,22.08,-5.8,,
13123,7/6/2024 0:08,22.84,-6.24,,
13124,7/6/2024 0:13,24.13,-6.23,,
13125,7/6/2024 0:18,25.31,-6.06,,
13126,7/6/2024 0:23,26.29,-5.83,,
13127,7/6/2024 0:28,26.99,-5.69,,
13128,7/6/2024 0:33,27.96,-5.49,,
13129,7/6/2024 0:38,29.01,-5.2,,
13130,7/6/2024 0:43,29.7,-5.1,,
13131,7/6/2024 0:48,31.03,-4.81,,
13132,7/6/2024 0:53,31.73,-4.79,,
13133,7/6/2024 0:58,31.22,-5.14,,
13134,7/6/2024 1:03,30.71,-5.43,,
13135,7/6/2024 1:08,30.28,-5.59,,
13136,7/6/2024 1:13,29.73,-5.73,,
13137,7/6/2024 1:18,29.44,-5.85,,
13138,7/6/2024 1:23,29.16,-6.04,,
13139,7/6/2024 1:28,29.05,-6.19,,
13140,7/6/2024 1:33,29.31,-6.21,,
13141,7/6/2024 1:38,29.91,-6.08,,
13142,7/6/2024 1:43,30.4,-6.08,,
13143,7/6/2024 1:48,30.77,-6.02,,
13144,7/6/2024 1:53,30.96,-6,,
13145,7/6/2024 1:58,30.91,-5.99,,
13146,7/6/2024 2:03,31.67,-5.6,,
13147,7/6/2024 2:08,30.83,-5.85,,
13148,7/6/2024 2:13,28.93,-6.69,,
13149,7/6/2024 2:18,28.69,-6.83,,
13150,7/6/2024 2:23,29.77,-6.58,,
13151,7/6/2024 2:28,29.5,-6.95,,
13152,7/6/2024 2:33,29.48,-7.1,,
13153,7/6/2024 2:38,29.49,-7.18,,
13154,7/6/2024 2:43,29.58,-7.2,,
13155,7/6/2024 2:48,30.06,-6.97,,
13156,7/6/2024 2:53,29.33,-7.01,,
13157,7/6/2024 2:58,27.79,-7.02,,
13158,7/6/2024 3:03,26.76,-7.07,,
13159,7/6/2024 3:08,26.42,-7.13,,
13160,7/6/2024 3:13,26.71,-7.11,,
13161,7/6/2024 3:18,27.28,-7.13,,
13162,7/6/2024 3:23,28.04,-7.14,,
13163,7/6/2024 3:28,28.61,-7.18,,
13164,7/6/2024 3:33,29.42,-7.12,,
13165,7/6/2024 3:38,30.5,-7.01,,
13166,7/6/2024 3:43,31.15,-7.01,,
13167,7/6/2024 3:48,31.65,-6.98,,
13168,7/6/2024 3:53,32.21,-6.87,,
13169,7/6/2024 3:58,32.7,-6.75,,
13170,7/6/2024 4:03,32.59,-6.68,,
13171,7/6/2024 4:08,32.65,-6.65,,
13172,7/6/2024 4:13,32.32,-6.84,,
13173,7/6/2024 4:18,31.91,-6.99,,
13174,7/6/2024 4:23,32.03,-6.99,,
13175,7/6/2024 4:28,32.37,-6.94,,
13176,7/6/2024 4:33,32.87,-6.87,,
13177,7/6/2024 4:38,33.14,-6.87,,
13178,7/6/2024 4:43,34.14,-6.61,,
13179,7/6/2024 4:48,34.54,-6.66,,
13180,7/6/2024 4:53,35.76,-6.42,,
13181,7/6/2024 4:58,36.18,-6.4,,
13182,7/6/2024 5:03,36.69,-6.23,,
13183,7/6/2024 5:08,37,-6.26,,
13184,7/6/2024 5:13,37.39,-6.22,,
13185,7/6/2024 5:18,37,-6.33,,
13186,7/6/2024 5:23,36.7,-6.29,,
13187,7/6/2024 5:28,36.25,-6.46,,
13188,7/6/2024 5:33,35.29,-6.69,,
13189,7/6/2024 5:38,35.06,-6.66,,
13190,7/6/2024 5:43,34.38,-6.83,,
13191,7/6/2024 5:48,34.24,-6.76,,
13192,7/6/2024 5:53,33.65,-6.84,,
13193,7/6/2024 5:58,32.98,-6.78,,
13194,7/6/2024 6:03,33.32,-6.33,,
13195,7/6/2024 6:08,33.79,-5.99,,
13196,7/6/2024 6:13,34.62,-5.55,,
13197,7/6/2024 6:18,34.51,-5.35,,
13198,7/6/2024 6:23,33.41,-5.35,,
13199,7/6/2024 6:28,32.85,-4.99,,
13200,7/6/2024 6:33,32.56,-4.56,,
13201,7/6/2024 6:38,33.08,-3.84,,
13202,7/6/2024 6:43,32.46,-3.49,,
13203,7/6/2024 6:48,32.09,-3.07,,
13204,7/6/2024 6:53,31.84,-2.54,,
13205,7/6/2024 6:58,31.05,-2.25,,
13206,7/6/2024 7:03,29.99,-2.15,,
13207,7/6/2024 7:08,27.04,-3.02,,
13208,7/6/2024 7:13,27.12,-2.42,,
13209,7/6/2024 7:18,27.84,-1.52,,
13210,7/6/2024 7:23,25.98,-1.89,,
13211,7/6/2024 7:28,25.71,-1.51,,
13212,7/6/2024 7:33,26.14,-0.78,,
13213,7/6/2024 7:38,24.99,-0.91,,
13214,7/6/2024 7:43,24.31,-0.89,,
13215,7/6/2024 7:48,23.67,-0.96,,
13216,7/6/2024 7:53,22.8,-1.2,,
13217,7/6/2024 7:58,22.75,-1,,
13218,7/6/2024 8:03,22.59,-0.94,,
13219,7/6/2024 8:08,21.63,-1.46,,
13220,7/6/2024 8:13,21.28,-1.63,,
13221,7/6/2024 8:18,20.91,-1.69,,
13222,7/6/2024 8:23,20.01,-2.11,,
13223,7/6/2024 8:28,19.75,-2.06,,
13224,7/6/2024 8:33,19.83,-1.89,,
13225,7/6/2024 8:38,20.04,-1.58,,
13226,7/6/2024 8:43,18.46,-2.49,,
13227,7/6/2024 8:48,18.87,-1.86,,
13228,7/6/2024 8:53,18.43,-1.75,,
13229,7/6/2024 8:58,20.19,-0.31,,
13230,7/6/2024 9:03,19.15,-0.89,,
13231,7/6/2024 9:08,20.78,0.32,,
13232,7/6/2024 9:13,23.18,2.04,,
13233,7/6/2024 9:18,23.16,2.21,,
13234,7/6/2024 9:23,22.4,1.96,,
13235,7/6/2024 9:28,21.97,1.77,,
13236,7/6/2024 9:33,21.07,1.37,,
13237,7/6/2024 9:38,20.04,0.97,,
13238,7/6/2024 9:43,20.31,1.4,,
13239,7/6/2024 9:48,19.1,0.76,,
13240,7/6/2024 9:53,18.94,0.88,,
13241,7/6/2024 9:58,18.03,0.46,,
13242,7/6/2024 10:03,18.18,0.76,,
13243,7/6/2024 10:08,17.54,0.59,,
13244,7/6/2024 10:13,17.75,0.98,,
13245,7/6/2024 10:18,17.47,0.95,,
13246,7/6/2024 10:23,17.08,0.93,,
13247,7/6/2024 10:28,15.38,-0.18,,
13248,7/6/2024 10:33,14.22,-0.99,,
13249,7/6/2024 10:38,13.44,-1.73,,
13250,7/6/2024 10:43,13.48,-1.84,,
13251,7/6/2024 10:48,13.1,-2.08,,
13252,7/6/2024 10:53,11.23,-3.84,,
13253,7/6/2024 10:58,11.69,-3.35,,
13254,7/6/2024 11:03,11.35,-3.6,,
13255,7/6/2024 11:08,11.23,-3.76,,
13256,7/6/2024 11:13,10.57,-4.33,,
13257,7/6/2024 11:18,11.13,-3.39,,
13258,7/6/2024 11:23,10.28,-4.39,,
13259,7/6/2024 11:28,9.75,-5.14,,
13260,7/6/2024 11:33,10.71,-3.89,,
13261,7/6/2024 11:38,9.63,-5.1,,
13262,7/6/2024 11:43,9.46,-5.19,,
13263,7/6/2024 11:48,9.47,-4.87,,
13264,7/6/2024 11:53,9.2,-5.12,,
13265,7/6/2024 11:58,8.79,-5.49,,
13266,7/6/2024 12:03,8.9,-5.1,,
13267,7/6/2024 12:08,8.96,-5.1,,
13268,7/6/2024 12:13,8.6,-5.74,,
13269,7/6/2024 12:18,8.74,-5.48,,
13270,7/6/2024 12:23,9.24,-4.76,,
13271,7/6/2024 12:28,9.41,-4.3,,
13272,7/6/2024 12:33,8.88,-4.83,,
13273,7/6/2024 12:38,9.29,-4.21,,
13274,7/6/2024 12:43,8.8,-4.86,,
13275,7/6/2024 12:48,9.54,-4.01,,
13276,7/6/2024 12:53,9.32,-4.19,,
13277,7/6/2024 12:58,9.49,-3.81,,
13278,7/6/2024 13:03,9.37,-3.94,,
13279,7/6/2024 13:08,9.15,-4.31,,
13280,7/6/2024 13:13,9.1,-4.3,,
13281,7/6/2024 13:18,9.25,-4.15,,
13282,7/6/2024 13:23,9.73,-3.48,,
13283,7/6/2024 13:28,9.06,-4.11,,
13284,7/6/2024 13:33,9.18,-3.61,,
13285,7/6/2024 13:38,8.26,-4.96,,
13286,7/6/2024 13:43,8.58,-4.36,,
13287,7/6/2024 13:48,8.29,-4.94,,
13288,7/6/2024 13:53,8.16,-5.18,,
13289,7/6/2024 13:58,8.21,-5.27,,
13290,7/6/2024 14:03,8.14,-5.52,,
13291,7/6/2024 14:08,8.95,-4.11,,
13292,7/6/2024 14:13,8.59,-4.29,,
13293,7/6/2024 14:18,8.35,-4.7,,
13294,7/6/2024 14:23,8.81,-4.26,,
13295,7/6/2024 14:28,8.73,-4.45,,
13296,7/6/2024 14:33,9.14,-3.75,,
13297,7/6/2024 14:38,8.65,-4.17,,
13298,7/6/2024 14:43,8.54,-4.34,,
13299,7/6/2024 14:48,8.55,-4.17,,
13300,7/6/2024 14:53,8.15,-4.8,,
13301,7/6/2024 14:58,8.01,-4.96,,
13302,7/6/2024 15:03,8.35,-4.31,,
13303,7/6/2024 15:08,8.14,-4.52,,
13304,7/6/2024 15:13,8.47,-3.84,,
13305,7/6/2024 15:18,7.38,-5.48,,
13306,7/6/2024 15:23,7.81,-4.68,,
13307,7/6/2024 15:28,7.71,-5.13,,
13308,7/6/2024 15:33,7.52,-5.48,,
13309,7/6/2024 15:38,7.74,-5.09,,
13310,7/6/2024 15:43,6.65,-7.21,,
13311,7/6/2024 15:48,7.05,-6.56,,
13312,7/6/2024 15:53,7.89,-4.93,,
13313,7/6/2024 15:58,7.87,-4.87,,
13314,7/6/2024 16:03,8.24,-4.23,,
13315,7/6/2024 16:08,7.69,-4.92,,
13316,7/6/2024 16:13,8.01,-4.3,,
13317,7/6/2024 16:18,7.7,-4.81,,
13318,7/6/2024 16:23,8.2,-3.98,,
13319,7/6/2024 16:28,8.05,-4.08,,
13320,7/6/2024 16:33,7.83,-4.32,,
13321,7/6/2024 16:38,7.67,-4.6,,
13322,7/6/2024 16:43,8.08,-3.89,,
13323,7/6/2024 16:48,8.01,-4,,
13324,7/6/2024 16:53,8.16,-3.66,,
13325,7/6/2024 16:58,8.19,-3.69,,
13326,7/6/2024 17:03,8.04,-4.18,,
13327,7/6/2024 17:08,8.45,-3.48,,
13328,7/6/2024 17:13,8.78,-2.78,,
13329,7/6/2024 17:18,8.51,-3.2,,
13330,7/6/2024 17:23,8.18,-3.78,,
13331,7/6/2024 17:28,8.22,-3.96,,
13332,7/6/2024 17:33,8.32,-4.03,,
13333,7/6/2024 17:38,8.68,-3.57,,
13334,7/6/2024 17:43,8.73,-3.52,,
13335,7/6/2024 17:48,8.59,-3.79,,
13336,7/6/2024 17:53,8.49,-4.01,,
13337,7/6/2024 17:58,9.07,-3.22,,
13338,7/6/2024 18:03,8.7,-3.82,,
13339,7/6/2024 18:08,8.64,-3.98,,
13340,7/6/2024 18:13,8.56,-4.17,,
13341,7/6/2024 18:18,9.11,-3.47,,
13342,7/6/2024 18:23,8.66,-4.2,,
13343,7/6/2024 18:28,9,-3.84,,
13344,7/6/2024 18:33,9.22,-3.51,,
13345,7/6/2024 18:38,8.97,-3.91,,
13346,7/6/2024 18:43,9.42,-3.34,,
13347,7/6/2024 18:48,9.04,-4.04,,
13348,7/6/2024 18:53,9.32,-3.89,,
13349,7/6/2024 18:58,9.69,-3.58,,
13350,7/6/2024 19:03,9.65,-3.77,,
13351,7/6/2024 19:08,10,-3.41,,
13352,7/6/2024 19:13,10.07,-3.42,,
13353,7/6/2024 19:18,9.74,-3.98,,
13354,7/6/2024 19:23,10.06,-3.71,,
13355,7/6/2024 19:28,10.18,-3.72,,
13356,7/6/2024 19:33,10.55,-3.42,,
13357,7/6/2024 19:38,10.46,-3.76,,
13358,7/6/2024 19:43,10.46,-3.96,,
13359,7/6/2024 19:48,10.86,-3.71,,
13360,7/6/2024 19:53,10.67,-4.23,,
13361,7/6/2024 19:58,10.72,-4.39,,
13362,7/6/2024 20:03,10.96,-4.29,,
13363,7/6/2024 20:08,11.15,-4.38,,
13364,7/6/2024 20:13,11.2,-4.66,,
13365,7/6/2024 20:18,11.29,-4.85,,
13366,7/6/2024 20:23,12.03,-4.26,,
13367,7/6/2024 20:28,11.88,-4.66,,
13368,7/6/2024 20:33,12.62,-4.13,,
13369,7/6/2024 20:38,13.38,-3.9,,
13370,7/6/2024 20:43,14.16,-3.83,,
13371,7/6/2024 20:48,14.4,-4.13,,
13372,7/6/2024 20:53,14.63,-4.09,,
13373,7/6/2024 20:58,16.62,-2.39,,
13374,7/6/2024 21:03,18.43,-0.91,,
13375,7/6/2024 21:08,18.32,-0.97,,
13376,7/6/2024 21:13,18.39,-1.13,,
13377,7/6/2024 21:18,17.83,-1.89,,
13378,7/6/2024 21:23,18.41,-1.73,,
13379,7/6/2024 21:28,18.88,-1.71,,
13380,7/6/2024 21:33,20.19,-1.19,,
13381,7/6/2024 21:38,21.8,-0.21,,
13382,7/6/2024 21:43,21.81,-0.15,,
13383,7/6/2024 21:48,21.56,-0.78,,
13384,7/6/2024 21:53,25.33,1.16,,
13385,7/6/2024 21:58,22.83,-0.15,,
13386,7/6/2024 22:03,25.46,1.07,,
13387,7/6/2024 22:08,23.98,-0.04,,
13388,7/6/2024 22:13,24.56,-0.13,,
13389,7/6/2024 22:18,23.9,-0.85,,
13390,7/6/2024 22:23,24.87,-0.67,,
13391,7/6/2024 22:28,25.59,-0.67,,
13392,7/6/2024 22:33,26.31,-0.45,,
13393,7/6/2024 22:38,26.14,-0.68,,
13394,7/6/2024 22:43,26.63,-0.84,,
13395,7/6/2024 22:48,27.31,-0.85,,
13396,7/6/2024 22:53,28.32,-0.7,,
13397,7/6/2024 22:58,29.04,-0.65,,
13398,7/6/2024 23:03,30.01,-0.55,,
13399,7/6/2024 23:08,31.16,-0.14,,
13400,7/6/2024 23:13,31.98,0.18,,
13401,7/6/2024 23:18,31.23,-0.18,,
13402,7/6/2024 23:23,29.43,-1.06,,
13403,7/6/2024 23:28,28.58,-1.65,,
13404,7/6/2024 23:33,29.44,-1.31,,
13405,7/6/2024 23:38,28.52,-1.65,,
13406,7/6/2024 23:43,26.22,-2.88,,
13407,7/6/2024 23:48,25.31,-3.27,,
13408,7/6/2024 23:53,24.94,-3.4,,
13409,7/6/2024 23:58,24.43,-3.46,,
13410,7/7/2024 0:03,24.01,-3.43,,
13411,7/7/2024 0:08,24.93,-3.03,,
13412,7/7/2024 0:13,26.28,-2.67,,
13413,7/7/2024 0:18,27.14,-2.53,,
13414,7/7/2024 0:23,27.9,-2.43,,
13415,7/7/2024 0:28,29.48,-1.91,,
