"Date","Snow Surface Temperature (deg. F)","Mean Snow Pack Temperature (deg. F)","6-ft Air Temperature Forcing (deg. F)","Observed Air Temperature (deg. F)","Observed Dew Point Temperature (deg. F)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-09-14 03:00:00",,,65.39,64.53,39.40,"2023-09-14","03","n"
"2023-09-14 04:00:00",,,61.79,62.51,40.48,"2023-09-14","04","n"
"2023-09-14 05:00:00",,,60.17,61.61,40.17,"2023-09-14","05","n"
"2023-09-14 06:00:00",,,58.55,60.69,40.23,"2023-09-14","06","n"
"2023-09-14 07:00:00",,,56.03,57.67,40.12,"2023-09-14","07","n"
"2023-09-14 08:00:00",,,52.97,53.55,37.98,"2023-09-14","08","n"
"2023-09-14 09:00:00",,,50.45,49.82,34.38,"2023-09-14","09","n"
"2023-09-14 10:00:00",,,48.83,49.12,35.02,"2023-09-14","10","n"
"2023-09-14 11:00:00",,,45.05,45.25,39.65,"2023-09-14","11","n"
"2023-09-14 12:00:00",,,44.15,45.07,,"2023-09-14","12","n"
"2023-09-14 13:00:00",,,43.25,43.61,,"2023-09-14","13","n"
"2023-09-14 14:00:00",,,42.71,41.97,,"2023-09-14","14","n"
"2023-09-14 15:00:00",,,47.93,45.27,,"2023-09-14","15","n"
"2023-09-14 16:00:00",,,55.85,55.36,,"2023-09-14","16","n"
"2023-09-14 17:00:00",,,59.63,58.15,53.20,"2023-09-14","17","n"
"2023-09-14 18:00:00",,,64.85,,44.01,"2023-09-14","18","n"
"2023-09-14 19:00:00",,,66.11,63.84,37.56,"2023-09-14","19","n"
"2023-09-14 20:00:00",,,68.99,67.15,39.27,"2023-09-14","20","n"
"2023-09-14 21:00:00",,,71.69,70.54,34.18,"2023-09-14","21","n"
"2023-09-14 22:00:00",,,72.95,72.30,25.56,"2023-09-14","22","n"
"2023-09-14 23:00:00",,,74.39,74.55,27.99,"2023-09-14","23","n"
"2023-09-15 00:00:00",,,74.03,74.26,33.10,"2023-09-15","00","n"
"2023-09-15 01:00:00",,,72.05,72.30,33.94,"2023-09-15","01","n"
"2023-09-15 02:00:00",,,68.99,69.51,32.83,"2023-09-15","02","n"
"2023-09-15 03:00:00",,,64.31,64.58,29.88,"2023-09-15","03","n"
"2023-09-15 04:00:00",,,59.99,59.88,29.12,"2023-09-15","04","n"
"2023-09-15 05:00:00",,,57.47,57.63,29.86,"2023-09-15","05","n"
"2023-09-15 06:00:00",,,54.95,55.35,29.32,"2023-09-15","06","n"
"2023-09-15 07:00:00",,,51.71,51.94,29.17,"2023-09-15","07","n"
"2023-09-15 08:00:00",,,49.19,50.13,28.83,"2023-09-15","08","n"
"2023-09-15 09:00:00",,,47.03,47.35,28.20,"2023-09-15","09","n"
"2023-09-15 10:00:00",,,44.33,43.97,27.75,"2023-09-15","10","n"
"2023-09-15 11:00:00",,,41.81,41.97,26.85,"2023-09-15","11","n"
"2023-09-15 12:00:00",,,41.45,41.00,26.20,"2023-09-15","12","n"
"2023-09-15 13:00:00",,,40.73,40.62,25.81,"2023-09-15","13","n"
"2023-09-15 14:00:00",,,40.91,40.39,25.48,"2023-09-15","14","n"
"2023-09-15 15:00:00",,,49.55,,25.39,"2023-09-15","15","n"
"2023-09-15 16:00:00",,,53.15,51.94,31.01,"2023-09-15","16","n"
"2023-09-15 17:00:00",,,59.27,57.94,33.22,"2023-09-15","17","n"
"2023-09-15 18:00:00",,,65.75,,34.27,"2023-09-15","18","n"
"2023-09-15 19:00:00",,,70.61,,35.22,"2023-09-15","19","n"
"2023-09-15 20:00:00",,,70.25,68.04,31.51,"2023-09-15","20","n"
"2023-09-15 21:00:00",,,72.77,71.89,32.40,"2023-09-15","21","n"
"2023-09-15 22:00:00",,,74.21,73.92,27.88,"2023-09-15","22","n"
"2023-09-15 23:00:00",,,74.75,74.68,22.50,"2023-09-15","23","n"
"2023-09-16 00:00:00",,,74.21,73.94,27.79,"2023-09-16","00","n"
"2023-09-16 01:00:00",,,74.03,74.73,25.21,"2023-09-16","01","n"
"2023-09-16 02:00:00",,,70.97,72.21,25.65,"2023-09-16","02","n"
"2023-09-16 03:00:00",,,63.95,,,"2023-09-16","03","n"
"2023-09-16 04:00:00",,,63.59,65.44,27.00,"2023-09-16","04","n"
"2023-09-16 05:00:00",,,60.17,62.89,26.82,"2023-09-16","05","n"
"2023-09-16 06:00:00",,,56.21,58.19,26.73,"2023-09-16","06","n"
"2023-09-16 07:00:00",,,52.79,54.36,26.58,"2023-09-16","07","n"
"2023-09-16 08:00:00",,,50.81,51.98,27.01,"2023-09-16","08","n"
"2023-09-16 09:00:00",,,48.11,48.24,27.99,"2023-09-16","09","n"
"2023-09-16 10:00:00",,,45.23,46.85,28.87,"2023-09-16","10","n"
"2023-09-16 11:00:00",,,44.51,45.54,29.01,"2023-09-16","11","n"
"2023-09-16 12:00:00",,,42.89,43.92,28.74,"2023-09-16","12","n"
"2023-09-16 13:00:00",,,41.81,41.67,28.00,"2023-09-16","13","n"
"2023-09-16 14:00:00",,,41.27,41.67,27.55,"2023-09-16","14","n"
"2023-09-16 15:00:00",,,48.83,,,"2023-09-16","15","n"
"2023-09-16 16:00:00",,,54.05,54.57,36.68,"2023-09-16","16","n"
"2023-09-16 17:00:00",,,59.09,,40.69,"2023-09-16","17","n"
"2023-09-16 18:00:00",,,65.57,,41.40,"2023-09-16","18","n"
"2023-09-16 19:00:00",,,68.63,67.06,39.13,"2023-09-16","19","n"
"2023-09-16 20:00:00",,,71.69,70.66,31.42,"2023-09-16","20","n"
"2023-09-16 21:00:00",,,72.95,71.82,31.10,"2023-09-16","21","n"
"2023-09-16 22:00:00",,,74.39,73.51,30.20,"2023-09-16","22","n"
"2023-09-16 23:00:00",,,74.75,74.26,31.51,"2023-09-16","23","n"
"2023-09-17 00:00:00",,,74.57,75.04,29.68,"2023-09-17","00","n"
"2023-09-17 01:00:00",,,73.31,74.53,29.03,"2023-09-17","01","n"
"2023-09-17 02:00:00",,,70.97,72.45,28.99,"2023-09-17","02","n"
"2023-09-17 03:00:00",,,66.29,68.52,31.10,"2023-09-17","03","n"
"2023-09-17 04:00:00",,,63.05,64.63,36.10,"2023-09-17","04","n"
"2023-09-17 05:00:00",,,58.01,59.11,29.16,"2023-09-17","05","n"
"2023-09-17 06:00:00",,,54.95,55.53,28.58,"2023-09-17","06","n"
"2023-09-17 07:00:00",,,52.79,52.86,28.53,"2023-09-17","07","n"
"2023-09-17 08:00:00",,,50.45,50.45,29.05,"2023-09-17","08","n"
"2023-09-17 09:00:00",,,47.03,46.94,28.92,"2023-09-17","09","n"
"2023-09-17 10:00:00",,,45.23,45.46,28.94,"2023-09-17","10","n"
"2023-09-17 11:00:00",,,43.43,43.92,28.65,"2023-09-17","11","n"
"2023-09-17 12:00:00",,,41.81,41.90,27.97,"2023-09-17","12","n"
"2023-09-17 13:00:00",,,40.55,40.48,27.19,"2023-09-17","13","n"
"2023-09-17 14:00:00",,,40.55,40.17,26.65,"2023-09-17","14","n"
"2023-09-17 15:00:00",,,48.65,,,"2023-09-17","15","n"
"2023-09-17 16:00:00",,,53.51,53.22,35.10,"2023-09-17","16","n"
"2023-09-17 17:00:00",,,58.55,58.14,41.02,"2023-09-17","17","n"
"2023-09-17 18:00:00",,,65.39,,42.13,"2023-09-17","18","n"
"2023-09-17 19:00:00",,,70.61,,43.20,"2023-09-17","19","n"
"2023-09-17 20:00:00",,,71.87,70.45,34.03,"2023-09-17","20","n"
"2023-09-17 21:00:00",,,73.49,72.43,31.71,"2023-09-17","21","n"
"2023-09-17 22:00:00",,,75.11,74.46,29.98,"2023-09-17","22","n"
"2023-09-17 23:00:00",,,75.83,75.47,28.78,"2023-09-17","23","n"
"2023-09-18 00:00:00",,,75.65,76.10,27.61,"2023-09-18","00","n"
"2023-09-18 01:00:00",,,73.85,74.46,27.28,"2023-09-18","01","n"
"2023-09-18 02:00:00",,,70.61,71.98,28.87,"2023-09-18","02","n"
"2023-09-18 03:00:00",,,67.01,69.08,31.32,"2023-09-18","03","n"
"2023-09-18 04:00:00",,,62.51,62.56,29.68,"2023-09-18","04","n"
"2023-09-18 05:00:00",,,60.17,61.12,29.84,"2023-09-18","05","n"
"2023-09-18 06:00:00",,,56.75,57.43,29.53,"2023-09-18","06","n"
"2023-09-18 07:00:00",,,53.87,54.75,29.62,"2023-09-18","07","n"
"2023-09-18 08:00:00",,,51.17,51.58,29.23,"2023-09-18","08","n"
"2023-09-18 09:00:00",,,48.83,49.01,29.25,"2023-09-18","09","n"
"2023-09-18 10:00:00",,,46.13,47.07,29.16,"2023-09-18","10","n"
"2023-09-18 11:00:00",,,44.15,45.01,28.94,"2023-09-18","11","n"
"2023-09-18 12:00:00",,,42.71,42.49,28.56,"2023-09-18","12","n"
"2023-09-18 13:00:00",,,41.45,41.40,27.99,"2023-09-18","13","n"
"2023-09-18 14:00:00",,,40.73,39.70,26.60,"2023-09-18","14","n"
"2023-09-18 15:00:00",,,50.27,,,"2023-09-18","15","n"
"2023-09-18 16:00:00",,,52.79,52.66,32.72,"2023-09-18","16","n"
"2023-09-18 17:00:00",,,58.19,57.92,36.86,"2023-09-18","17","n"
"2023-09-18 18:00:00",,,63.59,,38.59,"2023-09-18","18","n"
"2023-09-18 19:00:00",,,69.35,,37.00,"2023-09-18","19","n"
"2023-09-18 20:00:00",,,71.33,70.14,31.12,"2023-09-18","20","n"
"2023-09-18 21:00:00",,,73.67,72.99,26.91,"2023-09-18","21","n"
"2023-09-18 22:00:00",,,74.75,74.41,23.99,"2023-09-18","22","n"
"2023-09-18 23:00:00",,,75.47,75.24,20.03,"2023-09-18","23","n"
"2023-09-19 00:00:00",,,74.21,74.32,24.28,"2023-09-19","00","n"
"2023-09-19 01:00:00",,,69.53,70.18,29.14,"2023-09-19","01","n"
"2023-09-19 02:00:00",,,67.37,67.57,34.05,"2023-09-19","02","n"
"2023-09-19 03:00:00",,,65.03,65.95,31.08,"2023-09-19","03","n"
"2023-09-19 04:00:00",,,61.97,64.42,30.90,"2023-09-19","04","n"
"2023-09-19 05:00:00",,,57.83,60.96,32.59,"2023-09-19","05","n"
"2023-09-19 06:00:00",,,56.03,58.21,34.61,"2023-09-19","06","n"
"2023-09-19 07:00:00",,,53.33,53.62,31.87,"2023-09-19","07","n"
"2023-09-19 08:00:00",,,50.09,49.51,30.87,"2023-09-19","08","n"
"2023-09-19 09:00:00",,,47.75,47.19,30.76,"2023-09-19","09","n"
"2023-09-19 10:00:00",,,44.87,45.14,31.33,"2023-09-19","10","n"
"2023-09-19 11:00:00",,,43.07,44.31,30.33,"2023-09-19","11","n"
"2023-09-19 12:00:00",,,40.55,41.32,28.04,"2023-09-19","12","n"
"2023-09-19 13:00:00",,,39.83,40.01,26.94,"2023-09-19","13","n"
"2023-09-19 14:00:00",,,40.55,40.30,26.47,"2023-09-19","14","n"
"2023-09-19 15:00:00",,,44.51,41.99,,"2023-09-19","15","n"
"2023-09-19 16:00:00",,,52.61,51.75,31.51,"2023-09-19","16","n"
"2023-09-19 17:00:00",,,57.47,56.03,36.16,"2023-09-19","17","n"
"2023-09-19 18:00:00",,,62.87,,38.70,"2023-09-19","18","n"
"2023-09-19 19:00:00",,,67.01,,38.53,"2023-09-19","19","n"
"2023-09-19 20:00:00",,,68.99,67.84,35.71,"2023-09-19","20","n"
"2023-09-19 21:00:00",,,71.69,70.93,34.83,"2023-09-19","21","n"
"2023-09-19 22:00:00",,,73.67,73.72,31.01,"2023-09-19","22","n"
"2023-09-19 23:00:00",,,73.67,74.19,31.26,"2023-09-19","23","n"
"2023-09-20 00:00:00",,,69.89,71.22,34.14,"2023-09-20","00","n"
"2023-09-20 01:00:00",,,63.59,66.04,35.06,"2023-09-20","01","n"
"2023-09-20 02:00:00",,,60.71,61.70,36.97,"2023-09-20","02","n"
"2023-09-20 03:00:00",,,60.17,59.36,37.36,"2023-09-20","03","n"
"2023-09-20 04:00:00",,,60.35,61.93,36.01,"2023-09-20","04","n"
"2023-09-20 05:00:00",,,58.37,60.24,38.68,"2023-09-20","05","n"
"2023-09-20 06:00:00",,,56.03,57.85,37.06,"2023-09-20","06","n"
"2023-09-20 07:00:00",,,54.23,56.86,39.61,"2023-09-20","07","n"
"2023-09-20 08:00:00",,,50.99,52.92,38.82,"2023-09-20","08","n"
"2023-09-20 09:00:00",,,48.65,50.31,36.07,"2023-09-20","09","n"
"2023-09-20 10:00:00",,,46.13,47.84,34.47,"2023-09-20","10","n"
"2023-09-20 11:00:00",,,43.25,45.48,41.86,"2023-09-20","11","n"
"2023-09-20 12:00:00",,,43.07,44.92,,"2023-09-20","12","n"
"2023-09-20 13:00:00",,,42.17,43.65,,"2023-09-20","13","n"
"2023-09-20 14:00:00",,,41.63,42.37,,"2023-09-20","14","n"
"2023-09-20 15:00:00",,,45.77,45.43,,"2023-09-20","15","n"
"2023-09-20 16:00:00",,,52.43,52.30,,"2023-09-20","16","n"
"2023-09-20 17:00:00",,,57.47,56.66,50.31,"2023-09-20","17","n"
"2023-09-20 18:00:00",,,61.43,59.77,34.38,"2023-09-20","18","n"
"2023-09-20 19:00:00",,,65.21,63.52,35.17,"2023-09-20","19","n"
"2023-09-20 20:00:00",,,68.63,67.64,33.48,"2023-09-20","20","n"
"2023-09-20 21:00:00",,,70.43,69.80,33.01,"2023-09-20","21","n"
"2023-09-20 22:00:00",,,71.51,70.97,31.95,"2023-09-20","22","n"
"2023-09-20 23:00:00",,,71.51,71.49,25.65,"2023-09-20","23","n"
"2023-09-21 00:00:00",,,70.07,70.36,31.05,"2023-09-21","00","n"
"2023-09-21 01:00:00",,,67.73,68.52,30.52,"2023-09-21","01","n"
"2023-09-21 02:00:00",,,64.67,65.32,29.43,"2023-09-21","02","n"
"2023-09-21 03:00:00",,,60.89,61.45,26.11,"2023-09-21","03","n"
"2023-09-21 04:00:00",,,58.91,59.29,26.42,"2023-09-21","04","n"
"2023-09-21 05:00:00",,,55.85,55.53,,"2023-09-21","05","n"
"2023-09-21 06:00:00",,,53.15,52.11,,"2023-09-21","06","n"
"2023-09-21 07:00:00",,,49.91,49.78,,"2023-09-21","07","n"
"2023-09-21 08:00:00",,,46.85,46.00,27.23,"2023-09-21","08","n"
"2023-09-21 09:00:00",,,42.71,40.68,26.11,"2023-09-21","09","n"
"2023-09-21 10:00:00",,,41.27,39.54,26.94,"2023-09-21","10","n"
"2023-09-21 11:00:00",,,40.55,39.47,26.19,"2023-09-21","11","n"
"2023-09-21 12:00:00",,,39.65,38.98,26.28,"2023-09-21","12","n"
"2023-09-21 13:00:00",,,38.93,37.99,22.50,"2023-09-21","13","n"
"2023-09-21 14:00:00",,,37.13,35.01,20.66,"2023-09-21","14","n"
"2023-09-21 15:00:00",,,40.91,38.28,,"2023-09-21","15","n"
"2023-09-21 16:00:00",,,47.75,46.78,25.36,"2023-09-21","16","n"
"2023-09-21 17:00:00",,,51.53,51.37,28.72,"2023-09-21","17","n"
"2023-09-21 18:00:00",,,53.33,52.14,30.15,"2023-09-21","18","n"
"2023-09-21 19:00:00",,,55.49,55.49,31.39,"2023-09-21","19","n"
"2023-09-21 20:00:00",,,60.71,,,"2023-09-21","20","n"
"2023-09-21 21:00:00",,,59.99,60.40,31.50,"2023-09-21","21","n"
"2023-09-21 22:00:00",,,60.17,60.89,29.17,"2023-09-21","22","n"
"2023-09-21 23:00:00",,,60.53,61.07,27.81,"2023-09-21","23","n"
"2023-09-22 00:00:00",,,59.27,59.54,28.24,"2023-09-22","00","n"
"2023-09-22 01:00:00",,,58.01,58.78,25.25,"2023-09-22","01","n"
"2023-09-22 02:00:00",,,55.49,56.25,24.33,"2023-09-22","02","n"
"2023-09-22 03:00:00",,,52.25,52.65,24.21,"2023-09-22","03","n"
"2023-09-22 04:00:00",,,49.55,49.62,23.67,"2023-09-22","04","n"
"2023-09-22 05:00:00",,,46.49,46.00,21.94,"2023-09-22","05","n"
"2023-09-22 06:00:00",,,45.05,45.41,21.60,"2023-09-22","06","n"
"2023-09-22 07:00:00",,,42.35,43.18,21.00,"2023-09-22","07","n"
"2023-09-22 08:00:00",,,37.49,35.85,20.43,"2023-09-22","08","n"
"2023-09-22 09:00:00",,,35.51,34.18,20.08,"2023-09-22","09","n"
"2023-09-22 10:00:00",,,32.99,31.91,19.63,"2023-09-22","10","n"
"2023-09-22 11:00:00",,,32.81,32.22,21.13,"2023-09-22","11","n"
"2023-09-22 12:00:00",,,30.83,28.74,18.77,"2023-09-22","12","n"
"2023-09-22 13:00:00",,,28.31,26.80,16.32,"2023-09-22","13","n"
"2023-09-22 14:00:00",,,28.49,25.65,15.87,"2023-09-22","14","n"
"2023-09-22 15:00:00",,,33.35,29.12,16.56,"2023-09-22","15","n"
"2023-09-22 16:00:00",,,42.17,39.34,18.79,"2023-09-22","16","n"
"2023-09-22 17:00:00",,,48.65,47.35,25.56,"2023-09-22","17","n"
"2023-09-22 18:00:00",,,51.89,49.64,28.36,"2023-09-22","18","n"
"2023-09-22 19:00:00",,,56.03,53.46,29.25,"2023-09-22","19","n"
"2023-09-22 20:00:00",,,60.35,57.69,,"2023-09-22","20","n"
"2023-09-22 21:00:00",,,64.31,62.91,24.93,"2023-09-22","21","n"
"2023-09-22 22:00:00",,,67.19,66.79,24.62,"2023-09-22","22","n"
"2023-09-22 23:00:00",,,67.73,67.57,23.52,"2023-09-22","23","n"
"2023-09-23 00:00:00",,,66.11,66.25,27.37,"2023-09-23","00","n"
"2023-09-23 01:00:00",,,63.95,64.62,28.65,"2023-09-23","01","n"
"2023-09-23 02:00:00",,,59.99,61.12,28.81,"2023-09-23","02","n"
"2023-09-23 03:00:00",,,54.77,55.35,29.37,"2023-09-23","03","n"
"2023-09-23 04:00:00",,,50.63,51.13,28.51,"2023-09-23","04","n"
"2023-09-23 05:00:00",,,47.57,48.20,28.20,"2023-09-23","05","n"
"2023-09-23 06:00:00",,,44.69,44.78,27.93,"2023-09-23","06","n"
"2023-09-23 07:00:00",,,43.43,43.95,27.86,"2023-09-23","07","n"
"2023-09-23 08:00:00",,,41.09,40.86,27.00,"2023-09-23","08","n"
"2023-09-23 09:00:00",,,38.93,39.04,26.06,"2023-09-23","09","n"
"2023-09-23 10:00:00",,,36.59,37.47,25.14,"2023-09-23","10","n"
"2023-09-23 11:00:00",,,34.79,35.96,24.08,"2023-09-23","11","n"
"2023-09-23 12:00:00",,,34.07,33.93,22.57,"2023-09-23","12","n"
"2023-09-23 13:00:00",,,32.45,31.93,21.06,"2023-09-23","13","n"
"2023-09-23 14:00:00",,,31.91,31.21,23.27,"2023-09-23","14","n"
"2023-09-23 15:00:00",,,40.01,,31.24,"2023-09-23","15","n"
"2023-09-23 16:00:00",,,43.97,41.47,38.97,"2023-09-23","16","n"
"2023-09-23 17:00:00",,,49.55,48.16,34.05,"2023-09-23","17","n"
"2023-09-23 18:00:00",,,57.47,,31.10,"2023-09-23","18","n"
"2023-09-23 19:00:00",,,61.61,,34.54,"2023-09-23","19","n"
"2023-09-23 20:00:00",,,66.83,,,"2023-09-23","20","n"
"2023-09-23 21:00:00",,,68.27,67.05,27.21,"2023-09-23","21","n"
"2023-09-23 22:00:00",,,70.79,70.02,21.76,"2023-09-23","22","n"
"2023-09-23 23:00:00",,,72.05,71.53,22.66,"2023-09-23","23","n"
"2023-09-24 00:00:00",,,72.05,71.98,21.67,"2023-09-24","00","n"
"2023-09-24 01:00:00",,,70.61,71.31,24.49,"2023-09-24","01","n"
"2023-09-24 02:00:00",,,65.93,67.41,28.83,"2023-09-24","02","n"
"2023-09-24 03:00:00",,,61.43,63.34,26.15,"2023-09-24","03","n"
"2023-09-24 04:00:00",,,57.83,59.52,29.17,"2023-09-24","04","n"
"2023-09-24 05:00:00",,,56.75,59.50,31.03,"2023-09-24","05","n"
"2023-09-24 06:00:00",,,53.87,55.99,27.45,"2023-09-24","06","n"
"2023-09-24 07:00:00",,,49.01,49.15,25.56,"2023-09-24","07","n"
"2023-09-24 08:00:00",,,44.69,44.08,24.69,"2023-09-24","08","n"
"2023-09-24 09:00:00",,,42.71,42.04,25.25,"2023-09-24","09","n"
"2023-09-24 10:00:00",,,40.55,40.80,25.45,"2023-09-24","10","n"
"2023-09-24 11:00:00",,,38.93,38.48,23.54,"2023-09-24","11","n"
"2023-09-24 12:00:00",,,36.59,36.03,21.33,"2023-09-24","12","n"
"2023-09-24 13:00:00",,,37.31,37.38,20.43,"2023-09-24","13","n"
"2023-09-24 14:00:00",,,36.05,35.94,21.60,"2023-09-24","14","n"
"2023-09-24 15:00:00",,,39.47,37.56,21.43,"2023-09-24","15","n"
"2023-09-24 16:00:00",,,50.63,,26.78,"2023-09-24","16","n"
"2023-09-24 17:00:00",,,54.23,52.25,32.22,"2023-09-24","17","n"
"2023-09-24 18:00:00",,,63.05,,34.09,"2023-09-24","18","n"
"2023-09-24 19:00:00",,,65.39,63.68,26.49,"2023-09-24","19","n"
"2023-09-24 20:00:00",,,69.17,67.80,14.40,"2023-09-24","20","n"
"2023-09-24 21:00:00",,,71.69,70.99,17.15,"2023-09-24","21","n"
"2023-09-24 22:00:00",,,72.95,72.30,20.41,"2023-09-24","22","n"
"2023-09-24 23:00:00",,,72.23,72.16,23.65,"2023-09-24","23","n"
"2023-09-25 00:00:00",,,70.97,71.24,28.76,"2023-09-25","00","n"
"2023-09-25 01:00:00",,,68.81,69.42,,"2023-09-25","01","n"
"2023-09-25 02:00:00",,,65.75,67.03,31.19,"2023-09-25","02","n"
"2023-09-25 03:00:00",,,62.69,63.93,27.91,"2023-09-25","03","n"
"2023-09-25 04:00:00",,,59.27,60.01,,"2023-09-25","04","n"
"2023-09-25 05:00:00",,,57.11,58.03,27.12,"2023-09-25","05","n"
"2023-09-25 06:00:00",,,55.13,56.73,25.65,"2023-09-25","06","n"
"2023-09-25 07:00:00",,,53.69,55.20,26.46,"2023-09-25","07","n"
"2023-09-25 08:00:00",,,50.81,51.96,25.57,"2023-09-25","08","n"
"2023-09-25 09:00:00",,,43.43,42.51,21.65,"2023-09-25","09","n"
"2023-09-25 10:00:00",,,41.09,40.50,21.11,"2023-09-25","10","n"
"2023-09-25 11:00:00",,,40.19,40.48,21.04,"2023-09-25","11","n"
"2023-09-25 12:00:00",,,40.37,39.94,19.33,"2023-09-25","12","n"
"2023-09-25 13:00:00",,,41.27,40.53,22.23,"2023-09-25","13","n"
"2023-09-25 14:00:00",,,40.55,39.49,17.91,"2023-09-25","14","n"
"2023-09-25 15:00:00",,,43.79,42.04,17.69,"2023-09-25","15","n"
"2023-09-25 16:00:00",,,52.25,52.12,27.52,"2023-09-25","16","n"
"2023-09-25 17:00:00",,,57.83,57.27,30.81,"2023-09-25","17","n"
"2023-09-25 18:00:00",,,62.87,61.70,23.67,"2023-09-25","18","n"
"2023-09-25 19:00:00",,,66.11,64.53,14.94,"2023-09-25","19","n"
"2023-09-25 20:00:00",,,69.35,67.78,13.73,"2023-09-25","20","n"
"2023-09-25 21:00:00",,,71.87,71.31,7.52,"2023-09-25","21","n"
"2023-09-25 22:00:00",,,73.13,73.04,,"2023-09-25","22","n"
"2023-09-25 23:00:00",,,72.77,73.54,,"2023-09-25","23","n"
"2023-09-26 00:00:00",,,71.51,72.14,19.47,"2023-09-26","00","n"
"2023-09-26 01:00:00",,,68.45,68.77,,"2023-09-26","01","n"
"2023-09-26 02:00:00",,,65.57,66.16,,"2023-09-26","02","n"
"2023-09-26 03:00:00",,,61.79,62.35,,"2023-09-26","03","n"
"2023-09-26 04:00:00",,,60.89,61.47,,"2023-09-26","04","n"
"2023-09-26 05:00:00",,,59.63,60.44,,"2023-09-26","05","n"
"2023-09-26 06:00:00",,,57.83,57.87,18.43,"2023-09-26","06","n"
"2023-09-26 07:00:00",,,50.27,47.88,15.93,"2023-09-26","07","n"
"2023-09-26 08:00:00",,,49.19,46.63,14.40,"2023-09-26","08","n"
"2023-09-26 09:00:00",,,46.67,45.05,12.79,"2023-09-26","09","n"
"2023-09-26 10:00:00",,,43.79,42.60,12.24,"2023-09-26","10","n"
"2023-09-26 11:00:00",,,42.17,41.36,10.44,"2023-09-26","11","n"
"2023-09-26 12:00:00",,,41.27,40.77,10.58,"2023-09-26","12","n"
"2023-09-26 13:00:00",,,41.99,41.94,12.20,"2023-09-26","13","n"
"2023-09-26 14:00:00",,,39.47,38.68,10.67,"2023-09-26","14","n"
"2023-09-26 15:00:00",,,47.57,,11.44,"2023-09-26","15","n"
"2023-09-26 16:00:00",,,52.07,49.60,16.32,"2023-09-26","16","n"
"2023-09-26 17:00:00",,,61.79,,27.90,"2023-09-26","17","n"
"2023-09-26 18:00:00",,,67.55,,,"2023-09-26","18","n"
"2023-09-26 19:00:00",,,71.69,,,"2023-09-26","19","n"
"2023-09-26 20:00:00",,,69.89,67.89,,"2023-09-26","20","n"
"2023-09-26 21:00:00",,,73.85,73.35,17.51,"2023-09-26","21","n"
"2023-09-26 22:00:00",,,76.19,75.65,14.59,"2023-09-26","22","n"
"2023-09-26 23:00:00",,,76.55,76.12,15.06,"2023-09-26","23","n"
"2023-09-27 00:00:00",,,76.01,75.60,21.16,"2023-09-27","00","n"
"2023-09-27 01:00:00",,,73.85,74.61,25.03,"2023-09-27","01","n"
"2023-09-27 02:00:00",,,69.35,71.02,21.69,"2023-09-27","02","n"
"2023-09-27 03:00:00",,,64.49,66.81,,"2023-09-27","03","n"
"2023-09-27 04:00:00",,,59.63,60.67,28.06,"2023-09-27","04","n"
"2023-09-27 05:00:00",,,54.59,55.42,22.64,"2023-09-27","05","n"
"2023-09-27 06:00:00",,,50.09,50.74,20.88,"2023-09-27","06","n"
"2023-09-27 07:00:00",,,48.65,49.71,21.22,"2023-09-27","07","n"
"2023-09-27 08:00:00",,,44.87,44.85,20.73,"2023-09-27","08","n"
"2023-09-27 09:00:00",,,44.33,44.13,21.52,"2023-09-27","09","n"
"2023-09-27 10:00:00",,,41.99,41.88,22.17,"2023-09-27","10","n"
"2023-09-27 11:00:00",,,39.65,40.10,21.69,"2023-09-27","11","n"
"2023-09-27 12:00:00",,,38.03,38.35,21.36,"2023-09-27","12","n"
"2023-09-27 13:00:00",,,38.21,38.12,21.94,"2023-09-27","13","n"
"2023-09-27 14:00:00",,,36.77,36.00,21.51,"2023-09-27","14","n"
"2023-09-27 15:00:00",,,46.13,,22.44,"2023-09-27","15","n"
"2023-09-27 16:00:00",,,51.17,,29.50,"2023-09-27","16","n"
"2023-09-27 17:00:00",,,57.29,,29.05,"2023-09-27","17","n"
"2023-09-27 18:00:00",,,64.49,,31.89,"2023-09-27","18","n"
"2023-09-27 19:00:00",,,69.71,,33.35,"2023-09-27","19","n"
"2023-09-27 20:00:00",,,72.77,,31.57,"2023-09-27","20","n"
"2023-09-27 21:00:00",,,75.83,,25.16,"2023-09-27","21","n"
"2023-09-27 22:00:00",,,76.37,75.81,20.44,"2023-09-27","22","n"
"2023-09-27 23:00:00",,,76.55,75.25,27.70,"2023-09-27","23","n"
"2023-09-28 00:00:00",,,76.55,75.96,30.90,"2023-09-28","00","n"
"2023-09-28 01:00:00",,,75.11,76.06,22.44,"2023-09-28","01","n"
"2023-09-28 02:00:00",,,69.53,71.06,25.32,"2023-09-28","02","n"
"2023-09-28 03:00:00",,,63.23,64.29,26.22,"2023-09-28","03","n"
"2023-09-28 04:00:00",,,58.37,59.77,25.43,"2023-09-28","04","n"
"2023-09-28 05:00:00",,,54.59,55.87,25.27,"2023-09-28","05","n"
"2023-09-28 06:00:00",,,52.79,54.41,25.97,"2023-09-28","06","n"
"2023-09-28 07:00:00",,,50.27,50.92,25.54,"2023-09-28","07","n"
"2023-09-28 08:00:00",,,47.03,46.78,24.89,"2023-09-28","08","n"
"2023-09-28 09:00:00",,,44.69,45.07,25.09,"2023-09-28","09","n"
