"Date","Snow Surface SublimationRate (in/hr)","Blowing Snow SublimationRate (in/hr)","Observed Blowing Snow","(Modeled)SnowMelt Rate (in/hr)","(Modeled)6-ft Relative Humidity (%)","(Modeled) 33-ft Wind Speed (mi/hr)","(Observed) 33-ft Wind Speed (mi/hr)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-09-12 02:00:00",,,,,39.5,7.18,,"2023-09-12","02","n"
"2023-09-12 03:00:00",,,,,45.0,5.78,,"2023-09-12","03","n"
"2023-09-12 04:00:00",,,,,50.6,3.12,,"2023-09-12","04","n"
"2023-09-12 05:00:00",,,,,57.8,0.73,,"2023-09-12","05","n"
"2023-09-12 06:00:00",,,,,59.0,1.51,,"2023-09-12","06","n"
"2023-09-12 07:00:00",,,,,71.6,1.84,,"2023-09-12","07","n"
"2023-09-12 08:00:00",,,,,71.8,3.97,,"2023-09-12","08","n"
"2023-09-12 09:00:00",,,,,74.0,1.49,,"2023-09-12","09","n"
"2023-09-12 10:00:00",,,,,71.9,0.73,,"2023-09-12","10","n"
"2023-09-12 11:00:00",,,,,76.0,0.35,,"2023-09-12","11","n"
"2023-09-12 12:00:00",,,,,82.7,2.75,,"2023-09-12","12","n"
"2023-09-12 13:00:00",,,,,80.8,0.70,,"2023-09-12","13","n"
"2023-09-12 14:00:00",,,,,81.4,0.63,,"2023-09-12","14","n"
"2023-09-12 15:00:00",,,,,83.7,0.56,,"2023-09-12","15","n"
"2023-09-12 16:00:00",,,,,77.3,1.51,,"2023-09-12","16","n"
"2023-09-12 17:00:00",,,,,67.8,1.11,,"2023-09-12","17","n"
"2023-09-12 18:00:00",,,,,54.8,2.29,,"2023-09-12","18","n"
"2023-09-12 19:00:00",,,,,40.4,0.79,,"2023-09-12","19","n"
"2023-09-12 20:00:00",,,,,27.6,0.88,6.24,"2023-09-12","20","n"
"2023-09-12 21:00:00",,,,,17.4,0.50,4.50,"2023-09-12","21","n"
"2023-09-12 22:00:00",,,,,15.2,1.38,4.95,"2023-09-12","22","n"
"2023-09-12 23:00:00",,,,,14.0,1.25,4.90,"2023-09-12","23","n"
"2023-09-13 00:00:00",,,,,15.5,1.28,6.68,"2023-09-13","00","n"
"2023-09-13 01:00:00",,,,,47.3,12.79,,"2023-09-13","01","n"
"2023-09-13 02:00:00",,,,,47.5,11.89,14.74,"2023-09-13","02","n"
"2023-09-13 03:00:00",,,,,44.6,8.02,7.23,"2023-09-13","03","n"
"2023-09-13 04:00:00",,,,,45.1,2.56,2.92,"2023-09-13","04","n"
"2023-09-13 05:00:00",,,,,55.5,1.42,2.84,"2023-09-13","05","n"
"2023-09-13 06:00:00",,,,,49.9,1.07,4.80,"2023-09-13","06","n"
"2023-09-13 07:00:00",,,,,65.7,0.63,2.97,"2023-09-13","07","n"
"2023-09-13 08:00:00",,,,,67.6,0.53,5.44,"2023-09-13","08","n"
"2023-09-13 09:00:00",,,,,64.2,1.25,5.79,"2023-09-13","09","n"
"2023-09-13 10:00:00",,,,,63.8,0.88,5.40,"2023-09-13","10","n"
"2023-09-13 11:00:00",,,,,66.3,0.35,5.44,"2023-09-13","11","n"
"2023-09-13 12:00:00",,,,,78.8,1.76,5.25,"2023-09-13","12","n"
"2023-09-13 13:00:00",,,,,82.0,2.37,5.49,"2023-09-13","13","n"
"2023-09-13 14:00:00",,,,,81.4,0.73,5.19,"2023-09-13","14","n"
"2023-09-13 15:00:00",,,,,92.0,0.88,4.35,"2023-09-13","15","n"
"2023-09-13 16:00:00",,,,,80.8,0.50,1.76,"2023-09-13","16","n"
"2023-09-13 17:00:00",,,,,63.2,1.03,2.90,"2023-09-13","17","n"
"2023-09-13 18:00:00",,,,,46.2,0.70,5.17,"2023-09-13","18","n"
"2023-09-13 19:00:00",,,,,35.8,0.88,5.26,"2023-09-13","19","n"
"2023-09-13 20:00:00",,,,,26.9,2.21,5.51,"2023-09-13","20","n"
"2023-09-13 21:00:00",,,,,17.5,1.90,6.28,"2023-09-13","21","n"
"2023-09-13 22:00:00",,,,,16.7,2.62,6.76,"2023-09-13","22","n"
"2023-09-13 23:00:00",,,,,21.4,4.76,7.06,"2023-09-13","23","n"
"2023-09-14 00:00:00",,,,,32.6,12.62,5.32,"2023-09-14","00","n"
"2023-09-14 01:00:00",,,,,31.3,10.60,12.89,"2023-09-14","01","n"
"2023-09-14 02:00:00",,,,,30.1,6.15,10.20,"2023-09-14","02","n"
"2023-09-14 03:00:00",,,,,29.9,4.65,7.15,"2023-09-14","03","n"
"2023-09-14 04:00:00",,,,,43.0,2.87,2.45,"2023-09-14","04","n"
"2023-09-14 05:00:00",,,,,46.8,2.62,0.54,"2023-09-14","05","n"
"2023-09-14 06:00:00",,,,,47.6,2.87,1.73,"2023-09-14","06","n"
"2023-09-14 07:00:00",,,,,57.7,1.41,4.15,"2023-09-14","07","n"
"2023-09-14 08:00:00",,,,,66.1,0.79,4.51,"2023-09-14","08","n"
"2023-09-14 09:00:00",,,,,64.9,0.95,5.33,"2023-09-14","09","n"
"2023-09-14 10:00:00",,,,,69.0,0.63,6.36,"2023-09-14","10","n"
"2023-09-14 11:00:00",,,,,77.7,1.13,6.54,"2023-09-14","11","n"
"2023-09-14 12:00:00",,,,,85.2,1.51,5.58,"2023-09-14","12","n"
"2023-09-14 13:00:00",,,,,87.2,2.05,7.36,"2023-09-14","13","n"
"2023-09-14 14:00:00",,,,,85.8,1.03,6.08,"2023-09-14","14","n"
"2023-09-14 15:00:00",,,,,85.7,1.11,4.96,"2023-09-14","15","n"
"2023-09-14 16:00:00",,,,,70.5,0.53,1.39,"2023-09-14","16","n"
"2023-09-14 17:00:00",,,,,56.0,0.63,3.54,"2023-09-14","17","n"
"2023-09-14 18:00:00",,,,,41.7,0.25,5.34,"2023-09-14","18","n"
"2023-09-14 19:00:00",,,,,32.4,0.35,4.90,"2023-09-14","19","n"
"2023-09-14 20:00:00",,,,,28.3,0.39,6.74,"2023-09-14","20","n"
"2023-09-14 21:00:00",,,,,24.7,0.70,6.04,"2023-09-14","21","n"
"2023-09-14 22:00:00",,,,,22.8,0.75,5.89,"2023-09-14","22","n"
"2023-09-14 23:00:00",,,,,20.7,1.38,3.17,"2023-09-14","23","n"
"2023-09-15 00:00:00",,,,,19.7,3.31,9.13,"2023-09-15","00","n"
"2023-09-15 01:00:00",,,,,19.2,6.90,9.02,"2023-09-15","01","n"
"2023-09-15 02:00:00",,,,,19.8,9.58,7.82,"2023-09-15","02","n"
"2023-09-15 03:00:00",,,,,20.1,8.70,6.39,"2023-09-15","03","n"
"2023-09-15 04:00:00",,,,,24.7,6.16,6.25,"2023-09-15","04","n"
"2023-09-15 05:00:00",,,,,27.2,2.64,3.02,"2023-09-15","05","n"
"2023-09-15 06:00:00",,,,,29.3,1.66,4.76,"2023-09-15","06","n"
"2023-09-15 07:00:00",,,,,33.4,1.03,5.34,"2023-09-15","07","n"
"2023-09-15 08:00:00",,,,,40.7,0.50,3.25,"2023-09-15","08","n"
"2023-09-15 09:00:00",,,,,43.1,0.95,6.26,"2023-09-15","09","n"
"2023-09-15 10:00:00",,,,,43.0,0.18,6.58,"2023-09-15","10","n"
"2023-09-15 11:00:00",,,,,49.9,0.90,6.55,"2023-09-15","11","n"
"2023-09-15 12:00:00",,,,,54.1,0.70,6.06,"2023-09-15","12","n"
"2023-09-15 13:00:00",,,,,50.4,0.95,6.84,"2023-09-15","13","n"
"2023-09-15 14:00:00",,,,,53.9,0.70,6.43,"2023-09-15","14","n"
"2023-09-15 15:00:00",,,,,57.6,0.00,5.31,"2023-09-15","15","n"
"2023-09-15 16:00:00",,,,,53.3,0.35,2.19,"2023-09-15","16","n"
"2023-09-15 17:00:00",,,,,41.9,0.73,1.85,"2023-09-15","17","n"
"2023-09-15 18:00:00",,,,,33.8,1.03,4.56,"2023-09-15","18","n"
"2023-09-15 19:00:00",,,,,23.1,0.95,5.42,"2023-09-15","19","n"
"2023-09-15 20:00:00",,,,,17.9,1.42,5.87,"2023-09-15","20","n"
"2023-09-15 21:00:00",,,,,13.8,1.66,5.68,"2023-09-15","21","n"
"2023-09-15 22:00:00",,,,,14.1,1.62,4.15,"2023-09-15","22","n"
"2023-09-15 23:00:00",,,,,12.6,2.29,5.11,"2023-09-15","23","n"
"2023-09-16 00:00:00",,,,,11.4,1.59,7.92,"2023-09-16","00","n"
"2023-09-16 01:00:00",,,,,11.2,3.32,1.23,"2023-09-16","01","n"
"2023-09-16 02:00:00",,,,,12.1,6.24,11.54,"2023-09-16","02","n"
"2023-09-16 03:00:00",,,,,14.8,6.67,,"2023-09-16","03","n"
"2023-09-16 04:00:00",,,,,17.1,5.83,4.72,"2023-09-16","04","n"
"2023-09-16 05:00:00",,,,,20.9,3.31,6.51,"2023-09-16","05","n"
"2023-09-16 06:00:00",,,,,23.8,2.73,3.74,"2023-09-16","06","n"
"2023-09-16 07:00:00",,,,,27.5,1.59,5.43,"2023-09-16","07","n"
"2023-09-16 08:00:00",,,,,36.2,1.73,6.18,"2023-09-16","08","n"
"2023-09-16 09:00:00",,,,,34.9,1.62,6.97,"2023-09-16","09","n"
"2023-09-16 10:00:00",,,,,74.9,1.38,6.72,"2023-09-16","10","n"
"2023-09-16 11:00:00",,,,,83.2,1.03,6.59,"2023-09-16","11","n"
"2023-09-16 12:00:00",,,,,84.4,1.50,6.70,"2023-09-16","12","n"
"2023-09-16 13:00:00",,,,,84.9,0.70,6.47,"2023-09-16","13","n"
"2023-09-16 14:00:00",,,,,89.7,0.79,6.49,"2023-09-16","14","n"
"2023-09-16 15:00:00",,,,,97.9,1.03,5.61,"2023-09-16","15","n"
"2023-09-16 16:00:00",,,,,85.4,0.18,1.29,"2023-09-16","16","n"
"2023-09-16 17:00:00",,,,,65.9,1.06,2.97,"2023-09-16","17","n"
"2023-09-16 18:00:00",,,,,43.9,1.07,3.83,"2023-09-16","18","n"
"2023-09-16 19:00:00",,,,,29.4,1.80,5.85,"2023-09-16","19","n"
"2023-09-16 20:00:00",,,,,23.8,1.11,7.04,"2023-09-16","20","n"
"2023-09-16 21:00:00",,,,,19.7,2.26,,"2023-09-16","21","n"
"2023-09-16 22:00:00",,,,,16.4,1.25,8.45,"2023-09-16","22","n"
"2023-09-16 23:00:00",,,,,15.1,1.90,6.51,"2023-09-16","23","n"
"2023-09-17 00:00:00",,,,,15.6,3.52,3.92,"2023-09-17","00","n"
"2023-09-17 01:00:00",,,,,15.7,4.87,4.90,"2023-09-17","01","n"
"2023-09-17 02:00:00",,,,,19.0,4.98,3.95,"2023-09-17","02","n"
"2023-09-17 03:00:00",,,,,24.8,2.93,4.23,"2023-09-17","03","n"
"2023-09-17 04:00:00",,,,,32.4,1.50,1.23,"2023-09-17","04","n"
"2023-09-17 05:00:00",,,,,39.3,1.87,5.00,"2023-09-17","05","n"
"2023-09-17 06:00:00",,,,,52.2,2.60,6.04,"2023-09-17","06","n"
"2023-09-17 07:00:00",,,,,55.9,1.80,5.94,"2023-09-17","07","n"
"2023-09-17 08:00:00",,,,,57.2,1.84,6.58,"2023-09-17","08","n"
"2023-09-17 09:00:00",,,,,58.8,1.50,6.74,"2023-09-17","09","n"
"2023-09-17 10:00:00",,,,,59.4,1.03,7.07,"2023-09-17","10","n"
"2023-09-17 11:00:00",,,,,71.5,0.50,7.15,"2023-09-17","11","n"
"2023-09-17 12:00:00",,,,,73.7,0.88,6.84,"2023-09-17","12","n"
"2023-09-17 13:00:00",,,,,73.3,0.79,6.64,"2023-09-17","13","n"
"2023-09-17 14:00:00",,,,,77.7,0.75,7.18,"2023-09-17","14","n"
"2023-09-17 15:00:00",,,,,85.1,0.53,5.40,"2023-09-17","15","n"
"2023-09-17 16:00:00",,,,,78.7,0.18,2.21,"2023-09-17","16","n"
"2023-09-17 17:00:00",,,,,60.4,1.07,4.66,"2023-09-17","17","n"
"2023-09-17 18:00:00",,,,,42.2,1.25,5.08,"2023-09-17","18","n"
"2023-09-17 19:00:00",,,,,30.2,2.52,4.91,"2023-09-17","19","n"
"2023-09-17 20:00:00",,,,,25.8,3.70,,"2023-09-17","20","n"
"2023-09-17 21:00:00",,,,,22.7,3.29,,"2023-09-17","21","n"
"2023-09-17 22:00:00",,,,,19.1,3.24,,"2023-09-17","22","n"
"2023-09-17 23:00:00",,,,,17.3,2.37,5.85,"2023-09-17","23","n"
"2023-09-18 00:00:00",,,,,16.8,2.15,3.99,"2023-09-18","00","n"
"2023-09-18 01:00:00",,,,,16.0,4.48,5.48,"2023-09-18","01","n"
"2023-09-18 02:00:00",,,,,25.2,6.54,5.21,"2023-09-18","02","n"
"2023-09-18 03:00:00",,,,,45.2,2.82,4.14,"2023-09-18","03","n"
"2023-09-18 04:00:00",,,,,34.3,1.42,4.57,"2023-09-18","04","n"
"2023-09-18 05:00:00",,,,,30.9,2.12,6.01,"2023-09-18","05","n"
"2023-09-18 06:00:00",,,,,35.0,2.62,5.76,"2023-09-18","06","n"
"2023-09-18 07:00:00",,,,,39.1,1.76,6.43,"2023-09-18","07","n"
"2023-09-18 08:00:00",,,,,41.4,1.38,6.39,"2023-09-18","08","n"
"2023-09-18 09:00:00",,,,,41.4,0.63,6.62,"2023-09-18","09","n"
"2023-09-18 10:00:00",,,,,57.8,0.88,5.81,"2023-09-18","10","n"
"2023-09-18 11:00:00",,,,,76.1,0.95,5.60,"2023-09-18","11","n"
"2023-09-18 12:00:00",,,,,81.9,1.00,6.53,"2023-09-18","12","n"
"2023-09-18 13:00:00",,,,,87.0,0.73,5.51,"2023-09-18","13","n"
"2023-09-18 14:00:00",,,,,88.8,0.53,6.39,"2023-09-18","14","n"
"2023-09-18 15:00:00",,,,,98.9,0.95,6.14,"2023-09-18","15","n"
"2023-09-18 16:00:00",,,,,93.8,0.18,1.94,"2023-09-18","16","n"
"2023-09-18 17:00:00",,,,,75.9,0.39,2.88,"2023-09-18","17","n"
"2023-09-18 18:00:00",,,,,54.9,1.42,4.55,"2023-09-18","18","n"
"2023-09-18 19:00:00",,,,,34.9,1.59,4.59,"2023-09-18","19","n"
"2023-09-18 20:00:00",,,,,23.1,2.35,3.64,"2023-09-18","20","n"
"2023-09-18 21:00:00",,,,,18.2,1.42,4.07,"2023-09-18","21","n"
"2023-09-18 22:00:00",,,,,14.5,1.57,4.42,"2023-09-18","22","n"
"2023-09-18 23:00:00",,,,,12.2,1.07,7.00,"2023-09-18","23","n"
"2023-09-19 00:00:00",,,,,15.1,7.47,8.62,"2023-09-19","00","n"
"2023-09-19 01:00:00",,,,,26.6,15.49,14.57,"2023-09-19","01","n"
"2023-09-19 02:00:00",,,,,28.0,8.93,14.02,"2023-09-19","02","n"
"2023-09-19 03:00:00",,,,,33.6,5.47,10.74,"2023-09-19","03","n"
"2023-09-19 04:00:00",,,,,37.8,3.01,7.66,"2023-09-19","04","n"
"2023-09-19 05:00:00",,,,,52.9,1.25,5.03,"2023-09-19","05","n"
"2023-09-19 06:00:00",,,,,50.0,4.58,4.93,"2023-09-19","06","n"
"2023-09-19 07:00:00",,,,,41.6,4.26,3.95,"2023-09-19","07","n"
"2023-09-19 08:00:00",,,,,42.3,2.56,4.80,"2023-09-19","08","n"
"2023-09-19 09:00:00",,,,,48.2,2.13,6.28,"2023-09-19","09","n"
"2023-09-19 10:00:00",,,,,55.2,0.88,6.10,"2023-09-19","10","n"
"2023-09-19 11:00:00",,,,,69.7,0.50,5.55,"2023-09-19","11","n"
"2023-09-19 12:00:00",,,,,76.3,2.21,5.56,"2023-09-19","12","n"
"2023-09-19 13:00:00",,,,,80.6,1.99,6.49,"2023-09-19","13","n"
"2023-09-19 14:00:00",,,,,81.8,0.18,7.01,"2023-09-19","14","n"
"2023-09-19 15:00:00",,,,,83.9,1.84,5.78,"2023-09-19","15","n"
"2023-09-19 16:00:00",,,,,75.0,1.38,1.06,"2023-09-19","16","n"
"2023-09-19 17:00:00",,,,,63.0,0.35,3.03,"2023-09-19","17","n"
"2023-09-19 18:00:00",,,,,53.0,1.62,5.02,"2023-09-19","18","n"
"2023-09-19 19:00:00",,,,,38.4,1.50,5.61,"2023-09-19","19","n"
"2023-09-19 20:00:00",,,,,29.3,1.07,6.71,"2023-09-19","20","n"
"2023-09-19 21:00:00",,,,,21.9,0.73,6.14,"2023-09-19","21","n"
"2023-09-19 22:00:00",,,,,13.5,0.70,5.13,"2023-09-19","22","n"
"2023-09-19 23:00:00",,,,,9.8,1.42,6.31,"2023-09-19","23","n"
"2023-09-20 00:00:00",,,,,26.1,5.01,,"2023-09-20","00","n"
"2023-09-20 01:00:00",,,,,45.8,19.50,,"2023-09-20","01","n"
"2023-09-20 02:00:00",,,,,47.9,12.14,10.13,"2023-09-20","02","n"
"2023-09-20 03:00:00",,,,,34.1,6.94,,"2023-09-20","03","n"
"2023-09-20 04:00:00",,,,,47.3,1.76,5.23,"2023-09-20","04","n"
"2023-09-20 05:00:00",,,,,58.5,2.01,5.20,"2023-09-20","05","n"
"2023-09-20 06:00:00",,,,,61.8,2.26,2.98,"2023-09-20","06","n"
"2023-09-20 07:00:00",,,,,60.9,1.67,3.45,"2023-09-20","07","n"
"2023-09-20 08:00:00",,,,,65.7,1.62,4.95,"2023-09-20","08","n"
"2023-09-20 09:00:00",,,,,65.7,0.79,4.26,"2023-09-20","09","n"
"2023-09-20 10:00:00",,,,,65.9,0.88,4.82,"2023-09-20","10","n"
"2023-09-20 11:00:00",,,,,87.5,1.00,5.18,"2023-09-20","11","n"
"2023-09-20 12:00:00",,,,,89.3,1.90,5.64,"2023-09-20","12","n"
"2023-09-20 13:00:00",,,,,85.5,1.13,6.01,"2023-09-20","13","n"
"2023-09-20 14:00:00",,,,,84.2,1.07,5.70,"2023-09-20","14","n"
"2023-09-20 15:00:00",,,,,93.8,1.42,4.38,"2023-09-20","15","n"
"2023-09-20 16:00:00",,,,,78.1,1.34,1.73,"2023-09-20","16","n"
"2023-09-20 17:00:00",,,,,61.0,1.03,1.82,"2023-09-20","17","n"
"2023-09-20 18:00:00",,,,,45.7,1.59,3.14,"2023-09-20","18","n"
"2023-09-20 19:00:00",,,,,31.1,2.37,4.45,"2023-09-20","19","n"
"2023-09-20 20:00:00",,,,,22.1,2.52,4.67,"2023-09-20","20","n"
"2023-09-20 21:00:00",,,,,24.0,5.60,6.19,"2023-09-20","21","n"
"2023-09-20 22:00:00",,,,,20.7,8.69,9.53,"2023-09-20","22","n"
"2023-09-20 23:00:00",,,,,19.8,12.92,16.52,"2023-09-20","23","n"
"2023-09-21 00:00:00",,,,,23.7,13.09,19.26,"2023-09-21","00","n"
"2023-09-21 01:00:00",,,,,29.3,13.76,,"2023-09-21","01","n"
"2023-09-21 02:00:00",,,,,36.2,11.69,16.41,"2023-09-21","02","n"
"2023-09-21 03:00:00",,,,,39.2,11.45,6.82,"2023-09-21","03","n"
"2023-09-21 04:00:00",,,,,36.7,5.01,4.40,"2023-09-21","04","n"
"2023-09-21 05:00:00",,,,,35.2,3.70,5.02,"2023-09-21","05","n"
"2023-09-21 06:00:00",,,,,35.5,2.89,6.59,"2023-09-21","06","n"
"2023-09-21 07:00:00",,,,,43.6,3.63,6.32,"2023-09-21","07","n"
"2023-09-21 08:00:00",,,,,56.8,4.65,7.89,"2023-09-21","08","n"
"2023-09-21 09:00:00",,,,,65.2,5.36,6.11,"2023-09-21","09","n"
"2023-09-21 10:00:00",,,,,60.7,6.41,6.58,"2023-09-21","10","n"
"2023-09-21 11:00:00",,,,,61.4,6.73,5.25,"2023-09-21","11","n"
"2023-09-21 12:00:00",,,,,63.9,7.22,6.13,"2023-09-21","12","n"
"2023-09-21 13:00:00",,,,,60.7,4.12,7.93,"2023-09-21","13","n"
"2023-09-21 14:00:00",,,,,58.2,3.42,7.23,"2023-09-21","14","n"
"2023-09-21 15:00:00",,,,,49.9,3.17,6.35,"2023-09-21","15","n"
"2023-09-21 16:00:00",,,,,45.2,2.45,4.67,"2023-09-21","16","n"
"2023-09-21 17:00:00",,,,,48.2,1.67,4.11,"2023-09-21","17","n"
"2023-09-21 18:00:00",,,,,45.0,2.37,2.46,"2023-09-21","18","n"
"2023-09-21 19:00:00",,,,,41.5,6.38,1.88,"2023-09-21","19","n"
"2023-09-21 20:00:00",,,,,33.6,10.14,,"2023-09-21","20","n"
"2023-09-21 21:00:00",,,,,37.0,12.94,10.15,"2023-09-21","21","n"
"2023-09-21 22:00:00",,,,,36.7,15.08,20.07,"2023-09-21","22","n"
"2023-09-21 23:00:00",,,,,29.7,13.31,17.25,"2023-09-21","23","n"
"2023-09-22 00:00:00",,,,,31.9,14.65,17.11,"2023-09-22","00","n"
"2023-09-22 01:00:00",,,,,37.2,12.92,20.09,"2023-09-22","01","n"
"2023-09-22 02:00:00",,,,,41.8,11.69,15.85,"2023-09-22","02","n"
"2023-09-22 03:00:00",,,,,43.8,7.72,10.65,"2023-09-22","03","n"
"2023-09-22 04:00:00",,,,,46.3,5.67,8.78,"2023-09-22","04","n"
"2023-09-22 05:00:00",,,,,49.6,3.94,6.34,"2023-09-22","05","n"
"2023-09-22 06:00:00",,,,,53.3,5.91,7.25,"2023-09-22","06","n"
"2023-09-22 07:00:00",,,,,67.1,2.62,5.44,"2023-09-22","07","n"
"2023-09-22 08:00:00",,,,,70.0,2.69,6.87,"2023-09-22","08","n"
"2023-09-22 09:00:00",,,,,67.6,2.66,5.86,"2023-09-22","09","n"
"2023-09-22 10:00:00",,,,,68.6,2.78,6.79,"2023-09-22","10","n"
"2023-09-22 11:00:00",,,,,74.5,1.13,7.27,"2023-09-22","11","n"
"2023-09-22 12:00:00",,,,,74.7,1.27,6.74,"2023-09-22","12","n"
"2023-09-22 13:00:00",,,,,83.7,1.34,7.44,"2023-09-22","13","n"
"2023-09-22 14:00:00",,,,,85.0,1.67,6.95,"2023-09-22","14","n"
"2023-09-22 15:00:00",,,,,81.5,0.39,5.37,"2023-09-22","15","n"
"2023-09-22 16:00:00",,,,,68.7,0.63,3.04,"2023-09-22","16","n"
"2023-09-22 17:00:00",,,,,56.1,1.00,0.71,"2023-09-22","17","n"
"2023-09-22 18:00:00",,,,,42.3,1.34,4.48,"2023-09-22","18","n"
"2023-09-22 19:00:00",,,,,28.4,2.01,5.00,"2023-09-22","19","n"
"2023-09-22 20:00:00",,,,,19.3,3.01,6.57,"2023-09-22","20","n"
"2023-09-22 21:00:00",,,,,16.7,2.90,6.14,"2023-09-22","21","n"
"2023-09-22 22:00:00",,,,,17.3,7.32,4.14,"2023-09-22","22","n"
"2023-09-22 23:00:00",,,,,18.7,8.85,8.06,"2023-09-22","23","n"
"2023-09-23 00:00:00",,,,,26.3,9.67,12.19,"2023-09-23","00","n"
"2023-09-23 01:00:00",,,,,29.6,7.12,13.14,"2023-09-23","01","n"
"2023-09-23 02:00:00",,,,,34.7,6.57,10.94,"2023-09-23","02","n"
"2023-09-23 03:00:00",,,,,39.9,7.40,8.74,"2023-09-23","03","n"
"2023-09-23 04:00:00",,,,,41.1,4.36,7.57,"2023-09-23","04","n"
"2023-09-23 05:00:00",,,,,42.1,4.02,7.53,"2023-09-23","05","n"
"2023-09-23 06:00:00",,,,,37.9,2.49,6.97,"2023-09-23","06","n"
"2023-09-23 07:00:00",,,,,34.0,2.84,6.46,"2023-09-23","07","n"
"2023-09-23 08:00:00",,,,,37.8,1.25,6.23,"2023-09-23","08","n"
"2023-09-23 09:00:00",,,,,46.4,0.73,5.19,"2023-09-23","09","n"
"2023-09-23 10:00:00",,,,,54.1,1.25,6.58,"2023-09-23","10","n"
"2023-09-23 11:00:00",,,,,56.5,1.27,6.39,"2023-09-23","11","n"
"2023-09-23 12:00:00",,,,,49.9,0.18,6.59,"2023-09-23","12","n"
"2023-09-23 13:00:00",,,,,51.5,0.18,6.27,"2023-09-23","13","n"
"2023-09-23 14:00:00",,,,,53.1,0.79,6.06,"2023-09-23","14","n"
"2023-09-23 15:00:00",,,,,59.5,0.00,5.93,"2023-09-23","15","n"
"2023-09-23 16:00:00",,,,,57.6,0.79,2.54,"2023-09-23","16","n"
"2023-09-23 17:00:00",,,,,55.5,0.53,2.49,"2023-09-23","17","n"
"2023-09-23 18:00:00",,,,,41.6,1.94,3.85,"2023-09-23","18","n"
"2023-09-23 19:00:00",,,,,26.5,1.03,6.21,"2023-09-23","19","n"
"2023-09-23 20:00:00",,,,,17.5,2.64,,"2023-09-23","20","n"
"2023-09-23 21:00:00",,,,,10.3,2.65,4.75,"2023-09-23","21","n"
"2023-09-23 22:00:00",,,,,8.8,4.29,5.37,"2023-09-23","22","n"
"2023-09-23 23:00:00",,,,,10.5,4.77,3.54,"2023-09-23","23","n"
"2023-09-24 00:00:00",,,,,11.6,5.85,3.92,"2023-09-24","00","n"
"2023-09-24 01:00:00",,,,,10.6,6.60,4.61,"2023-09-24","01","n"
"2023-09-24 02:00:00",,,,,17.0,6.61,9.55,"2023-09-24","02","n"
"2023-09-24 03:00:00",,,,,22.9,5.62,9.27,"2023-09-24","03","n"
"2023-09-24 04:00:00",,,,,27.9,3.23,8.55,"2023-09-24","04","n"
"2023-09-24 05:00:00",,,,,31.0,2.78,11.62,"2023-09-24","05","n"
"2023-09-24 06:00:00",,,,,35.6,2.87,4.07,"2023-09-24","06","n"
"2023-09-24 07:00:00",,,,,36.3,1.90,4.97,"2023-09-24","07","n"
"2023-09-24 08:00:00",,,,,43.1,2.30,7.04,"2023-09-24","08","n"
"2023-09-24 09:00:00",,,,,45.9,1.58,7.54,"2023-09-24","09","n"
"2023-09-24 10:00:00",,,,,43.1,2.40,7.07,"2023-09-24","10","n"
"2023-09-24 11:00:00",,,,,42.8,1.07,6.82,"2023-09-24","11","n"
"2023-09-24 12:00:00",,,,,42.3,0.73,7.30,"2023-09-24","12","n"
"2023-09-24 13:00:00",,,,,48.9,0.63,5.47,"2023-09-24","13","n"
"2023-09-24 14:00:00",,,,,59.6,1.00,4.23,"2023-09-24","14","n"
"2023-09-24 15:00:00",,,,,61.9,1.25,6.09,"2023-09-24","15","n"
"2023-09-24 16:00:00",,,,,41.0,1.11,1.90,"2023-09-24","16","n"
"2023-09-24 17:00:00",,,,,26.6,1.97,2.45,"2023-09-24","17","n"
"2023-09-24 18:00:00",,,,,15.8,2.29,2.92,"2023-09-24","18","n"
"2023-09-24 19:00:00",,,,,12.0,5.29,3.15,"2023-09-24","19","n"
"2023-09-24 20:00:00",,,,,10.2,9.14,5.23,"2023-09-24","20","n"
"2023-09-24 21:00:00",,,,,10.4,13.80,10.13,"2023-09-24","21","n"
"2023-09-24 22:00:00",,,,,10.5,14.17,14.12,"2023-09-24","22","n"
"2023-09-24 23:00:00",,,,,12.6,14.56,13.26,"2023-09-24","23","n"
"2023-09-25 00:00:00",,,,,14.0,13.35,14.77,"2023-09-25","00","n"
"2023-09-25 01:00:00",,,,,16.3,10.40,14.67,"2023-09-25","01","n"
"2023-09-25 02:00:00",,,,,21.2,9.98,16.17,"2023-09-25","02","n"
"2023-09-25 03:00:00",,,,,27.6,9.52,10.86,"2023-09-25","03","n"
"2023-09-25 04:00:00",,,,,28.4,8.13,,"2023-09-25","04","n"
"2023-09-25 05:00:00",,,,,28.8,5.81,7.22,"2023-09-25","05","n"
"2023-09-25 06:00:00",,,,,28.3,4.19,3.41,"2023-09-25","06","n"
"2023-09-25 07:00:00",,,,,28.6,3.88,3.98,"2023-09-25","07","n"
"2023-09-25 08:00:00",,,,,32.2,5.68,3.75,"2023-09-25","08","n"
"2023-09-25 09:00:00",,,,,34.4,5.46,7.22,"2023-09-25","09","n"
"2023-09-25 10:00:00",,,,,13.6,3.19,7.56,"2023-09-25","10","n"
"2023-09-25 11:00:00",,,,,19.2,2.78,7.10,"2023-09-25","11","n"
"2023-09-25 12:00:00",,,,,21.8,2.82,7.78,"2023-09-25","12","n"
