#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
12973,07/05/2024 11:38:56,29.92,10.89,-3.84,,
12974,07/05/2024 11:43:56,30.07,12.41,-1.97,,
12975,07/05/2024 11:48:56,29.85,11.20,-3.53,,
12976,07/05/2024 11:53:56,29.75,11.18,-3.62,,
12977,07/05/2024 11:58:56,29.78,11.68,-3.02,,
12978,07/05/2024 12:03:56,30.03,11.34,-3.23,,
12979,07/05/2024 12:08:56,30.16,11.72,-2.68,,
12980,07/05/2024 12:13:56,30.34,11.58,-2.71,,
12981,07/05/2024 12:18:56,30.54,11.79,-2.30,,
12982,07/05/2024 12:23:56,30.70,11.02,-3.09,,
12983,07/05/2024 12:28:56,30.86,11.01,-2.98,,
12984,07/05/2024 12:33:56,30.98,11.03,-2.86,,
12985,07/05/2024 12:38:56,31.23,11.30,-2.34,,
12986,07/05/2024 12:43:56,31.51,10.87,-2.65,,
12987,07/05/2024 12:48:56,31.52,11.16,-2.29,,
12988,07/05/2024 12:53:56,31.33,11.01,-2.61,,
12989,07/05/2024 12:58:56,31.70,11.52,-1.73,,
12990,07/05/2024 13:03:56,32.05,11.01,-2.08,,
12991,07/05/2024 13:08:56,32.24,10.40,-2.69,,
12992,07/05/2024 13:13:56,31.86,10.99,-2.25,,
12993,07/05/2024 13:18:56,32.10,10.78,-2.32,,
12994,07/05/2024 13:23:56,32.08,11.26,-1.74,,
12995,07/05/2024 13:28:56,32.45,10.76,-2.08,,
12996,07/05/2024 13:33:56,32.51,10.75,-2.05,,
12997,07/05/2024 13:38:56,32.44,10.68,-2.18,,
12998,07/05/2024 13:43:56,32.15,10.80,-2.25,,
12999,07/05/2024 13:48:56,32.08,10.47,-2.73,,
13000,07/05/2024 13:53:56,32.66,8.59,-4.93,,
13001,07/05/2024 13:58:56,32.66,8.52,-5.05,,
13002,07/05/2024 14:03:56,32.63,7.64,-6.49,,
13003,07/05/2024 14:08:56,32.57,8.49,-5.15,,
13004,07/05/2024 14:13:56,32.54,8.09,-5.81,,
13005,07/05/2024 14:18:56,32.20,8.21,-5.86,,
13006,07/05/2024 14:23:56,32.60,7.97,-5.95,,
13007,07/05/2024 14:28:56,32.52,8.25,-5.56,,
13008,07/05/2024 14:33:56,32.49,8.32,-5.47,,
13009,07/05/2024 14:38:56,32.37,8.46,-5.34,,
13010,07/05/2024 14:43:56,32.49,8.32,-5.47,,
13011,07/05/2024 14:48:56,32.61,8.21,-5.56,,
13012,07/05/2024 14:53:56,32.48,8.29,-5.52,,
13013,07/05/2024 14:58:56,32.43,8.14,-5.80,,
13014,07/05/2024 15:03:56,32.89,7.82,-5.99,,
13015,07/05/2024 15:08:56,33.16,8.21,-5.15,,
13016,07/05/2024 15:13:56,33.37,8.17,-5.06,,
13017,07/05/2024 15:18:56,33.33,8.04,-5.30,,
13018,07/05/2024 15:23:56,33.26,8.08,-5.29,,
13019,07/05/2024 15:28:56,33.21,8.11,-5.28,,
13020,07/05/2024 15:33:56,33.29,8.80,-4.14,,
13021,07/05/2024 15:38:56,33.53,8.79,-3.98,,
13022,07/05/2024 15:43:56,33.57,8.55,-4.32,,
13023,07/05/2024 15:48:56,33.44,8.41,-4.64,,
13024,07/05/2024 15:53:56,33.54,8.29,-4.74,,
13025,07/05/2024 15:58:56,33.34,8.89,-3.97,,
13026,07/05/2024 16:03:56,33.42,8.79,-4.06,,
13027,07/05/2024 16:08:56,33.36,8.69,-4.26,,
13028,07/05/2024 16:13:56,33.51,8.28,-4.78,,
13029,07/05/2024 16:18:56,33.35,8.42,-4.68,,
13030,07/05/2024 16:23:56,33.28,8.36,-4.83,,
13031,07/05/2024 16:28:56,33.23,8.71,-4.32,,
13032,07/05/2024 16:33:56,33.26,8.65,-4.38,,
13033,07/05/2024 16:38:56,33.22,8.71,-4.33,,
13034,07/05/2024 16:43:56,33.21,8.83,-4.16,,
13035,07/05/2024 16:48:56,33.15,8.75,-4.32,,
13036,07/05/2024 16:53:56,33.17,8.45,-4.77,,
13037,07/05/2024 16:58:56,33.02,8.47,-4.85,,
13038,07/05/2024 17:03:56,33.04,8.45,-4.86,,
13039,07/05/2024 17:08:56,33.08,9.08,-3.88,,
13040,07/05/2024 17:13:56,33.08,8.91,-4.13,,
13041,07/05/2024 17:18:56,33.27,9.22,-3.53,,
13042,07/05/2024 17:23:56,33.35,8.73,-4.21,,
13043,07/05/2024 17:28:56,33.23,9.23,-3.54,,
13044,07/05/2024 17:33:56,32.94,9.58,-3.28,,
13045,07/05/2024 17:38:56,32.71,9.31,-3.83,,
13046,07/05/2024 17:43:56,32.59,9.23,-4.03,,
13047,07/05/2024 17:48:56,32.40,9.43,-3.89,,
13048,07/05/2024 17:53:56,32.24,9.55,-3.83,,
13049,07/05/2024 17:58:56,32.24,9.87,-3.39,,
13050,07/05/2024 18:03:56,32.22,9.95,-3.31,,
13051,07/05/2024 18:08:56,32.17,9.96,-3.33,,
13052,07/05/2024 18:13:56,32.12,9.81,-3.56,,
13053,07/05/2024 18:18:56,31.94,10.19,-3.20,,
13054,07/05/2024 18:23:56,31.94,9.82,-3.68,,
13055,07/05/2024 18:28:56,31.83,10.04,-3.48,,
13056,07/05/2024 18:33:56,31.72,10.22,-3.32,,
13057,07/05/2024 18:38:56,31.63,10.60,-2.90,,
13058,07/05/2024 18:43:56,31.50,10.13,-3.61,,
13059,07/05/2024 18:48:56,31.30,9.89,-4.08,,
13060,07/05/2024 18:53:56,31.08,10.73,-3.17,,
13061,07/05/2024 18:58:56,30.94,10.19,-3.96,,
13062,07/05/2024 19:03:56,30.72,10.10,-4.23,,
13063,07/05/2024 19:08:56,30.43,10.33,-4.17,,
13064,07/05/2024 19:13:56,30.23,10.63,-3.93,,
13065,07/05/2024 19:18:56,30.07,10.52,-4.19,,
13066,07/05/2024 19:23:56,29.86,10.76,-4.05,,
13067,07/05/2024 19:28:56,29.65,11.13,-3.76,,
13068,07/05/2024 19:33:56,29.39,10.91,-4.23,,
13069,07/05/2024 19:38:56,29.11,10.84,-4.53,,
13070,07/05/2024 19:43:56,28.84,10.70,-4.90,,
13071,07/05/2024 19:48:56,28.55,11.10,-4.64,,
13072,07/05/2024 19:53:56,28.24,11.28,-4.67,,
13073,07/05/2024 19:58:56,27.96,11.39,-4.76,,
13074,07/05/2024 20:03:56,27.76,11.78,-4.46,,
13075,07/05/2024 20:08:56,27.34,11.96,-4.58,,
13076,07/05/2024 20:13:56,26.96,11.72,-5.15,,
13077,07/05/2024 20:18:56,26.86,11.81,-5.12,,
13078,07/05/2024 20:23:56,26.65,11.96,-5.13,,
13079,07/05/2024 20:28:56,26.50,11.99,-5.20,,
13080,07/05/2024 20:33:56,26.27,11.96,-5.42,,
13081,07/05/2024 20:38:56,26.10,12.08,-5.42,,
13082,07/05/2024 20:43:56,25.94,12.10,-5.51,,
13083,07/05/2024 20:48:56,25.71,12.04,-5.76,,
13084,07/05/2024 20:53:56,25.57,11.96,-5.96,,
13085,07/05/2024 20:58:56,25.42,12.29,-5.72,,
13086,07/05/2024 21:03:56,24.99,12.47,-5.86,,
13087,07/05/2024 21:08:56,24.60,12.79,-5.84,,
13088,07/05/2024 21:13:56,24.10,13.22,-5.79,,
13089,07/05/2024 21:18:56,23.58,13.86,-5.59,,
13090,07/05/2024 21:23:56,22.88,14.54,-5.51,,
13091,07/05/2024 21:28:56,22.09,15.13,-5.62,,
13092,07/05/2024 21:33:56,21.47,14.91,-6.31,,
13093,07/05/2024 21:38:56,21.68,13.19,-7.73,,
13094,07/05/2024 21:43:56,22.76,12.19,-7.90,,
13095,07/05/2024 21:48:56,23.47,11.65,-7.93,,
13096,07/05/2024 21:53:56,23.95,11.35,-7.89,,
13097,07/05/2024 21:58:56,24.12,11.35,-7.76,,
13098,07/05/2024 22:03:56,24.18,11.47,-7.58,,
13099,07/05/2024 22:08:56,24.01,11.84,-7.30,,
13100,07/05/2024 22:13:56,23.83,11.83,-7.45,,
13101,07/05/2024 22:18:56,23.62,12.10,-7.32,,
13102,07/05/2024 22:23:56,22.73,14.00,-6.13,,
13103,07/05/2024 22:28:56,21.62,14.79,-6.30,,
13104,07/05/2024 22:33:56,20.66,15.87,-6.14,,
13105,07/05/2024 22:38:56,19.83,16.19,-6.55,,
13106,07/05/2024 22:43:56,19.20,16.20,-7.05,,
13107,07/05/2024 22:48:56,18.79,17.60,-6.31,,
13108,07/05/2024 22:53:56,19.19,16.26,-7.02,,
13109,07/05/2024 22:58:56,19.51,16.10,-6.88,,
13110,07/05/2024 23:03:56,19.80,17.75,-5.36,,
13111,07/05/2024 23:08:56,19.60,17.82,-5.48,,
13112,07/05/2024 23:13:56,19.55,17.73,-5.59,,
13113,07/05/2024 23:18:56,19.49,17.95,-5.47,,
13114,07/05/2024 23:23:56,19.40,17.90,-5.58,,
13115,07/05/2024 23:28:56,19.17,17.22,-6.28,,
13116,07/05/2024 23:33:56,18.77,17.96,-6.05,,
13117,07/05/2024 23:38:56,18.39,18.51,-5.98,,
13118,07/05/2024 23:43:56,17.96,18.36,-6.43,,
13119,07/05/2024 23:48:56,17.32,20.10,-5.78,,
13120,07/05/2024 23:53:56,16.49,19.67,-6.75,,
13121,07/05/2024 23:58:56,16.23,19.84,-6.85,,
13122,07/06/2024 00:03:56,15.82,22.08,-5.80,,
13123,07/06/2024 00:08:56,14.76,22.84,-6.24,,
13124,07/06/2024 00:13:56,13.93,24.13,-6.23,,
13125,07/06/2024 00:18:56,13.40,25.31,-6.06,,
13126,07/06/2024 00:23:56,13.08,26.29,-5.83,,
13127,07/06/2024 00:28:56,12.84,26.99,-5.69,,
13128,07/06/2024 00:33:56,12.53,27.96,-5.49,,
13129,07/06/2024 00:38:56,12.30,29.01,-5.20,,
13130,07/06/2024 00:43:56,12.07,29.70,-5.10,,
13131,07/06/2024 00:48:56,11.73,31.03,-4.81,,
13132,07/06/2024 00:53:56,11.42,31.73,-4.79,,
13133,07/06/2024 00:58:56,11.27,31.22,-5.14,,
13134,07/06/2024 01:03:56,11.19,30.71,-5.43,,
13135,07/06/2024 01:08:56,11.22,30.28,-5.59,,
13136,07/06/2024 01:13:56,11.33,29.73,-5.73,,
13137,07/06/2024 01:18:56,11.34,29.44,-5.85,,
13138,07/06/2024 01:23:56,11.26,29.16,-6.04,,
13139,07/06/2024 01:28:56,11.14,29.05,-6.19,,
13140,07/06/2024 01:33:56,10.99,29.31,-6.21,,
13141,07/06/2024 01:38:56,10.83,29.91,-6.08,,
13142,07/06/2024 01:43:56,10.59,30.40,-6.08,,
13143,07/06/2024 01:48:56,10.48,30.77,-6.02,,
13144,07/06/2024 01:53:56,10.41,30.96,-6.00,,
13145,07/06/2024 01:58:56,10.44,30.91,-5.99,,
13146,07/06/2024 02:03:56,10.53,31.67,-5.60,,
13147,07/06/2024 02:08:56,10.65,30.83,-5.85,,
13148,07/06/2024 02:13:56,10.63,28.93,-6.69,,
13149,07/06/2024 02:18:56,10.59,28.69,-6.83,,
13150,07/06/2024 02:23:56,10.33,29.77,-6.58,,
13151,07/06/2024 02:28:56,10.04,29.50,-6.95,,
13152,07/06/2024 02:33:56,9.87,29.48,-7.10,,
13153,07/06/2024 02:38:56,9.78,29.49,-7.18,,
13154,07/06/2024 02:43:56,9.72,29.58,-7.20,,
13155,07/06/2024 02:48:56,9.73,30.06,-6.97,,
13156,07/06/2024 02:53:56,10.05,29.33,-7.01,,
13157,07/06/2024 02:58:56,10.85,27.79,-7.02,,
13158,07/06/2024 03:03:56,11.36,26.76,-7.07,,
13159,07/06/2024 03:08:56,11.49,26.42,-7.13,,
13160,07/06/2024 03:13:56,11.34,26.71,-7.11,,
13161,07/06/2024 03:18:56,11.01,27.28,-7.13,,
13162,07/06/2024 03:23:56,10.59,28.04,-7.14,,
13163,07/06/2024 03:28:56,10.23,28.61,-7.18,,
13164,07/06/2024 03:33:56,9.88,29.42,-7.12,,
13165,07/06/2024 03:38:56,9.48,30.50,-7.01,,
13166,07/06/2024 03:43:56,9.16,31.15,-7.01,,
13167,07/06/2024 03:48:56,8.96,31.65,-6.98,,
13168,07/06/2024 03:53:56,8.82,32.21,-6.87,,
13169,07/06/2024 03:58:56,8.74,32.70,-6.75,,
13170,07/06/2024 04:03:56,8.87,32.59,-6.68,,
13171,07/06/2024 04:08:56,8.88,32.65,-6.65,,
13172,07/06/2024 04:13:56,8.81,32.32,-6.84,,
13173,07/06/2024 04:18:56,8.83,31.91,-6.99,,
13174,07/06/2024 04:23:56,8.77,32.03,-6.99,,
13175,07/06/2024 04:28:56,8.67,32.37,-6.94,,
13176,07/06/2024 04:33:56,8.53,32.87,-6.87,,
13177,07/06/2024 04:38:56,8.41,33.14,-6.87,,
13178,07/06/2024 04:43:56,8.26,34.14,-6.61,,
13179,07/06/2024 04:48:56,8.03,34.54,-6.66,,
13180,07/06/2024 04:53:56,7.79,35.76,-6.42,,
13181,07/06/2024 04:58:56,7.65,36.18,-6.40,,
13182,07/06/2024 05:03:56,7.64,36.69,-6.23,,
13183,07/06/2024 05:08:56,7.48,37.00,-6.26,,
13184,07/06/2024 05:13:56,7.37,37.39,-6.22,,
13185,07/06/2024 05:18:56,7.40,37.00,-6.33,,
13186,07/06/2024 05:23:56,7.56,36.70,-6.29,,
13187,07/06/2024 05:28:56,7.55,36.25,-6.46,,
13188,07/06/2024 05:33:56,7.69,35.29,-6.69,,
13189,07/06/2024 05:38:56,7.82,35.06,-6.66,,
13190,07/06/2024 05:43:56,7.91,34.38,-6.83,,
13191,07/06/2024 05:48:56,8.05,34.24,-6.76,,
13192,07/06/2024 05:53:56,8.22,33.65,-6.84,,
13193,07/06/2024 05:58:56,8.58,32.98,-6.78,,
13194,07/06/2024 06:03:56,8.94,33.32,-6.33,,
13195,07/06/2024 06:08:56,9.12,33.79,-5.99,,
13196,07/06/2024 06:13:56,9.26,34.62,-5.55,,
13197,07/06/2024 06:18:56,9.53,34.51,-5.35,,
13198,07/06/2024 06:23:56,10.01,33.41,-5.35,,
13199,07/06/2024 06:28:56,10.68,32.85,-4.99,,
13200,07/06/2024 06:33:56,11.30,32.56,-4.56,,
13201,07/06/2024 06:38:56,11.88,33.08,-3.84,,
13202,07/06/2024 06:43:56,12.55,32.46,-3.49,,
13203,07/06/2024 06:48:56,13.22,32.09,-3.07,,
13204,07/06/2024 06:53:56,13.95,31.84,-2.54,,
13205,07/06/2024 06:58:56,14.66,31.05,-2.25,,
13206,07/06/2024 07:03:56,15.32,29.99,-2.15,,
13207,07/06/2024 07:08:56,15.93,27.04,-3.02,,
13208,07/06/2024 07:13:56,16.58,27.12,-2.42,,
13209,07/06/2024 07:18:56,17.21,27.84,-1.52,,
13210,07/06/2024 07:23:56,17.87,25.98,-1.89,,
13211,07/06/2024 07:28:56,18.49,25.71,-1.51,,
13212,07/06/2024 07:33:56,19.08,26.14,-0.78,,
13213,07/06/2024 07:38:56,19.65,24.99,-0.91,,
13214,07/06/2024 07:43:56,20.11,24.31,-0.89,,
13215,07/06/2024 07:48:56,20.47,23.67,-0.96,,
13216,07/06/2024 07:53:56,20.79,22.80,-1.20,,
13217,07/06/2024 07:58:56,21.06,22.75,-1.00,,
13218,07/06/2024 08:03:56,21.25,22.59,-0.94,,
13219,07/06/2024 08:08:56,21.33,21.63,-1.46,,
13220,07/06/2024 08:13:56,21.40,21.28,-1.63,,
13221,07/06/2024 08:18:56,21.61,20.91,-1.69,,
13222,07/06/2024 08:23:56,21.83,20.01,-2.11,,
13223,07/06/2024 08:28:56,22.10,19.75,-2.06,,
13224,07/06/2024 08:33:56,22.24,19.83,-1.89,,
13225,07/06/2024 08:38:56,22.44,20.04,-1.58,,
13226,07/06/2024 08:43:56,22.69,18.46,-2.49,,
13227,07/06/2024 08:48:56,23.09,18.87,-1.86,,
13228,07/06/2024 08:53:56,23.62,18.43,-1.75,,
13229,07/06/2024 08:58:56,23.87,20.19,-0.31,,
13230,07/06/2024 09:03:56,24.05,19.15,-0.89,,
13231,07/06/2024 09:08:56,24.14,20.78,0.32,,
13232,07/06/2024 09:13:56,24.38,23.18,2.04,,
13233,07/06/2024 09:18:56,24.60,23.16,2.21,,
13234,07/06/2024 09:23:56,24.87,22.40,1.96,,
13235,07/06/2024 09:28:56,24.96,21.97,1.77,,
13236,07/06/2024 09:33:56,25.18,21.07,1.37,,
13237,07/06/2024 09:38:56,25.54,20.04,0.97,,
13238,07/06/2024 09:43:56,25.83,20.31,1.40,,
13239,07/06/2024 09:48:56,26.09,19.10,0.76,,
13240,07/06/2024 09:53:56,26.39,18.94,0.88,,
13241,07/06/2024 09:58:56,26.70,18.03,0.46,,
13242,07/06/2024 10:03:56,26.94,18.18,0.76,,
13243,07/06/2024 10:08:56,27.34,17.54,0.59,,
13244,07/06/2024 10:13:56,27.61,17.75,0.98,,
13245,07/06/2024 10:18:56,27.86,17.47,0.95,,
13246,07/06/2024 10:23:56,28.21,17.08,0.93,,
13247,07/06/2024 10:28:56,28.63,15.38,-0.18,,
13248,07/06/2024 10:33:56,28.98,14.22,-0.99,,
13249,07/06/2024 10:38:56,29.00,13.44,-1.73,,
13250,07/06/2024 10:43:56,28.81,13.48,-1.84,,
13251,07/06/2024 10:48:56,29.01,13.10,-2.08,,
13252,07/06/2024 10:53:56,29.39,11.23,-3.84,,
13253,07/06/2024 10:58:56,29.33,11.69,-3.35,,
13254,07/06/2024 11:03:56,29.52,11.35,-3.60,,
13255,07/06/2024 11:08:56,29.49,11.23,-3.76,,
13256,07/06/2024 11:13:56,29.80,10.57,-4.33,,
13257,07/06/2024 11:18:56,30.12,11.13,-3.39,,
13258,07/06/2024 11:23:56,30.21,10.28,-4.39,,
13259,07/06/2024 11:28:56,30.15,9.75,-5.14,,
13260,07/06/2024 11:33:56,30.15,10.71,-3.89,,
13261,07/06/2024 11:38:56,30.42,9.63,-5.10,,
13262,07/06/2024 11:43:56,30.61,9.46,-5.19,,
13263,07/06/2024 11:48:56,31.01,9.47,-4.87,,
13264,07/06/2024 11:53:56,31.19,9.20,-5.12,,
13265,07/06/2024 11:58:56,31.51,8.79,-5.49,,
13266,07/06/2024 12:03:56,31.79,8.90,-5.10,,
13267,07/06/2024 12:08:56,31.70,8.96,-5.10,,
13268,07/06/2024 12:13:56,31.55,8.60,-5.74,,
13269,07/06/2024 12:18:56,31.61,8.74,-5.48,,
13270,07/06/2024 12:23:56,31.59,9.24,-4.76,,
13271,07/06/2024 12:28:56,31.89,9.41,-4.30,,
13272,07/06/2024 12:33:56,32.20,8.88,-4.83,,
13273,07/06/2024 12:38:56,32.23,9.29,-4.21,,
13274,07/06/2024 12:43:56,32.33,8.80,-4.86,,
13275,07/06/2024 12:48:56,32.04,9.54,-4.01,,
13276,07/06/2024 12:53:56,32.20,9.32,-4.19,,
13277,07/06/2024 12:58:56,32.39,9.49,-3.81,,
13278,07/06/2024 13:03:56,32.44,9.37,-3.94,,
13279,07/06/2024 13:08:56,32.37,9.15,-4.31,,
13280,07/06/2024 13:13:56,32.48,9.10,-4.30,,
13281,07/06/2024 13:18:56,32.38,9.25,-4.15,,
13282,07/06/2024 13:23:56,32.37,9.73,-3.48,,
13283,07/06/2024 13:28:56,32.81,9.06,-4.11,,
13284,07/06/2024 13:33:56,33.25,9.18,-3.61,,
13285,07/06/2024 13:38:56,33.32,8.26,-4.96,,
13286,07/06/2024 13:43:56,33.44,8.58,-4.36,,
13287,07/06/2024 13:48:56,33.28,8.29,-4.94,,
13288,07/06/2024 13:53:56,33.24,8.16,-5.18,,
13289,07/06/2024 13:58:56,33.01,8.21,-5.27,,
13290,07/06/2024 14:03:56,32.81,8.14,-5.52,,
13291,07/06/2024 14:08:56,33.03,8.95,-4.11,,
13292,07/06/2024 14:13:56,33.53,8.59,-4.29,,
13293,07/06/2024 14:18:56,33.47,8.35,-4.70,,
13294,07/06/2024 14:23:56,33.11,8.81,-4.26,,
13295,07/06/2024 14:28:56,33.01,8.73,-4.45,,
13296,07/06/2024 14:33:56,33.13,9.14,-3.75,,
13297,07/06/2024 14:38:56,33.57,8.65,-4.17,,
13298,07/06/2024 14:43:56,33.55,8.54,-4.34,,
13299,07/06/2024 14:48:56,33.77,8.55,-4.17,,
13300,07/06/2024 14:53:56,33.79,8.15,-4.80,,
13301,07/06/2024 14:58:56,33.86,8.01,-4.96,,
13302,07/06/2024 15:03:56,34.00,8.35,-4.31,,
13303,07/06/2024 15:08:56,34.18,8.14,-4.52,,
13304,07/06/2024 15:13:56,34.39,8.47,-3.84,,
13305,07/06/2024 15:18:56,34.62,7.38,-5.48,,
13306,07/06/2024 15:23:56,34.72,7.81,-4.68,,
13307,07/06/2024 15:28:56,34.33,7.71,-5.13,,
13308,07/06/2024 15:33:56,34.30,7.52,-5.48,,
13309,07/06/2024 15:38:56,34.32,7.74,-5.09,,
13310,07/06/2024 15:43:56,34.12,6.65,-7.21,,
13311,07/06/2024 15:48:56,33.95,7.05,-6.56,,
13312,07/06/2024 15:53:56,34.18,7.89,-4.93,,
13313,07/06/2024 15:58:56,34.31,7.87,-4.87,,
13314,07/06/2024 16:03:56,34.36,8.24,-4.23,,
13315,07/06/2024 16:08:56,34.66,7.69,-4.92,,
13316,07/06/2024 16:13:56,34.76,8.01,-4.30,,
13317,07/06/2024 16:18:56,34.79,7.70,-4.81,,
13318,07/06/2024 16:23:56,34.77,8.20,-3.98,,
13319,07/06/2024 16:28:56,34.97,8.05,-4.08,,
13320,07/06/2024 16:33:56,35.14,7.83,-4.32,,
13321,07/06/2024 16:38:56,35.13,7.67,-4.60,,
13322,07/06/2024 16:43:56,35.15,8.08,-3.89,,
13323,07/06/2024 16:48:56,35.17,8.01,-4.00,,
13324,07/06/2024 16:53:56,35.30,8.16,-3.66,,
13325,07/06/2024 16:58:56,35.20,8.19,-3.69,,
13326,07/06/2024 17:03:56,34.85,8.04,-4.18,,
13327,07/06/2024 17:08:56,34.90,8.45,-3.48,,
13328,07/06/2024 17:13:56,35.15,8.78,-2.78,,
13329,07/06/2024 17:18:56,35.17,8.51,-3.20,,
13330,07/06/2024 17:23:56,35.08,8.18,-3.78,,
13331,07/06/2024 17:28:56,34.77,8.22,-3.96,,
13332,07/06/2024 17:33:56,34.44,8.32,-4.03,,
13333,07/06/2024 17:38:56,34.30,8.68,-3.57,,
13334,07/06/2024 17:43:56,34.27,8.73,-3.52,,
13335,07/06/2024 17:48:56,34.19,8.59,-3.79,,
13336,07/06/2024 17:53:56,34.11,8.49,-4.01,,
13337,07/06/2024 17:58:56,33.98,9.07,-3.22,,
13338,07/06/2024 18:03:56,33.92,8.70,-3.82,,
13339,07/06/2024 18:08:56,33.83,8.64,-3.98,,
13340,07/06/2024 18:13:56,33.73,8.56,-4.17,,
13341,07/06/2024 18:18:56,33.57,9.11,-3.47,,
13342,07/06/2024 18:23:56,33.49,8.66,-4.20,,
13343,07/06/2024 18:28:56,33.29,9.00,-3.84,,
13344,07/06/2024 18:33:56,33.30,9.22,-3.51,,
13345,07/06/2024 18:38:56,33.26,8.97,-3.91,,
13346,07/06/2024 18:43:56,33.15,9.42,-3.34,,
13347,07/06/2024 18:48:56,32.95,9.04,-4.04,,
13348,07/06/2024 18:53:56,32.61,9.32,-3.89,,
13349,07/06/2024 18:58:56,32.33,9.69,-3.58,,
13350,07/06/2024 19:03:56,32.13,9.65,-3.77,,
13351,07/06/2024 19:08:56,31.99,10.00,-3.41,,
13352,07/06/2024 19:13:56,31.86,10.07,-3.42,,
13353,07/06/2024 19:18:56,31.70,9.74,-3.98,,
13354,07/06/2024 19:23:56,31.50,10.06,-3.71,,
13355,07/06/2024 19:28:56,31.27,10.18,-3.72,,
13356,07/06/2024 19:33:56,31.03,10.55,-3.42,,
13357,07/06/2024 19:38:56,30.74,10.46,-3.76,,
13358,07/06/2024 19:43:56,30.48,10.46,-3.96,,
13359,07/06/2024 19:48:56,30.16,10.86,-3.71,,
13360,07/06/2024 19:53:56,29.77,10.67,-4.23,,
13361,07/06/2024 19:58:56,29.48,10.72,-4.39,,
13362,07/06/2024 20:03:56,29.23,10.96,-4.29,,
13363,07/06/2024 20:08:56,28.81,11.15,-4.38,,
13364,07/06/2024 20:13:56,28.38,11.20,-4.66,,
13365,07/06/2024 20:18:56,27.99,11.29,-4.85,,
13366,07/06/2024 20:23:56,27.66,12.03,-4.26,,
13367,07/06/2024 20:28:56,27.37,11.88,-4.66,,
13368,07/06/2024 20:33:56,27.01,12.62,-4.13,,
13369,07/06/2024 20:38:56,26.31,13.38,-3.90,,
13370,07/06/2024 20:43:56,25.45,14.16,-3.83,,
13371,07/06/2024 20:48:56,24.79,14.40,-4.13,,
13372,07/06/2024 20:53:56,24.57,14.63,-4.09,,
13373,07/06/2024 20:58:56,24.55,16.62,-2.39,,
13374,07/06/2024 21:03:56,24.65,18.43,-0.91,,
13375,07/06/2024 21:08:56,24.68,18.32,-0.97,,
13376,07/06/2024 21:13:56,24.42,18.39,-1.13,,
13377,07/06/2024 21:18:56,24.00,17.83,-1.89,,
13378,07/06/2024 21:23:56,23.67,18.41,-1.73,,
13379,07/06/2024 21:28:56,23.27,18.88,-1.71,,
13380,07/06/2024 21:33:56,22.80,20.19,-1.19,,
13381,07/06/2024 21:38:56,22.70,21.80,-0.21,,
13382,07/06/2024 21:43:56,22.77,21.81,-0.15,,
13383,07/06/2024 21:48:56,22.20,21.56,-0.78,,
13384,07/06/2024 21:53:56,21.87,25.33,1.16,,
13385,07/06/2024 21:58:56,22.02,22.83,-0.15,,
13386,07/06/2024 22:03:56,21.69,25.46,1.07,,
13387,07/06/2024 22:08:56,21.35,23.98,-0.04,,
13388,07/06/2024 22:13:56,20.85,24.56,-0.13,,
13389,07/06/2024 22:18:56,20.44,23.90,-0.85,,
13390,07/06/2024 22:23:56,20.02,24.87,-0.67,,
13391,07/06/2024 22:28:56,19.55,25.59,-0.67,,
13392,07/06/2024 22:33:56,19.36,26.31,-0.45,,
13393,07/06/2024 22:38:56,19.20,26.14,-0.68,,
13394,07/06/2024 22:43:56,18.72,26.63,-0.84,,
13395,07/06/2024 22:48:56,18.30,27.31,-0.85,,
13396,07/06/2024 22:53:56,17.90,28.32,-0.70,,
13397,07/06/2024 22:58:56,17.55,29.04,-0.65,,
13398,07/06/2024 23:03:56,17.15,30.01,-0.55,,
13399,07/06/2024 23:08:56,17.02,31.16,-0.14,,
13400,07/06/2024 23:13:56,16.98,31.98,0.18,,
13401,07/06/2024 23:18:56,16.95,31.23,-0.18,,
13402,07/06/2024 23:23:56,16.87,29.43,-1.06,,
13403,07/06/2024 23:28:56,16.65,28.58,-1.65,,
13404,07/06/2024 23:33:56,16.57,29.44,-1.31,,
13405,07/06/2024 23:38:56,16.69,28.52,-1.65,,
13406,07/06/2024 23:43:56,16.57,26.22,-2.88,,
13407,07/06/2024 23:48:56,16.66,25.31,-3.27,,
13408,07/06/2024 23:53:56,16.75,24.94,-3.40,,
13409,07/06/2024 23:58:56,17.00,24.43,-3.46,,
13410,07/07/2024 00:03:56,17.31,24.01,-3.43,,
13411,07/07/2024 00:08:56,17.19,24.93,-3.03,,
13412,07/07/2024 00:13:56,16.78,26.28,-2.67,,
13413,07/07/2024 00:18:56,16.44,27.14,-2.53,,
13414,07/07/2024 00:23:56,16.12,27.90,-2.43,,
13415,07/07/2024 00:28:56,15.87,29.48,-1.91,,
13416,07/07/2024 00:33:56,15.81,32.02,-0.83,,
13417,07/07/2024 00:38:56,15.94,31.91,-0.76,,
13418,07/07/2024 00:43:56,15.94,32.17,-0.65,,
13419,07/07/2024 00:48:56,16.02,31.64,-0.81,,
13420,07/07/2024 00:53:56,15.81,30.61,-1.44,,
13421,07/07/2024 00:58:56,15.25,30.88,-1.81,,
13422,07/07/2024 01:03:56,14.76,31.66,-1.90,,
